Security,GUKG10   Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
03/04/2002,5.232,5.232
02/04/2002,5.292,5.292
01/04/2002,5.295,5.295
29/03/2002,5.293,5.293
28/03/2002,5.294,5.294
27/03/2002,5.232,5.232
26/03/2002,5.298,5.298
25/03/2002,5.329,5.329
22/03/2002,5.309,5.309
21/03/2002,5.3,5.3
20/03/2002,5.273,5.273
19/03/2002,5.243,5.243
18/03/2002,5.234,5.234
15/03/2002,5.251,5.251
14/03/2002,5.261,5.261
13/03/2002,5.222,5.222
12/03/2002,5.192,5.192
11/03/2002,5.188,5.188
08/03/2002,5.215,5.215
07/03/2002,5.224,5.224
06/03/2002,5.162,5.162
05/03/2002,5.116,5.116
04/03/2002,5.053,5.053
01/03/2002,5.046,5.046
28/02/2002,4.994,4.994
27/02/2002,4.987,4.987
26/02/2002,4.993,4.993
25/02/2002,4.957,4.957
22/02/2002,4.936,4.936
21/02/2002,4.985,4.985
20/02/2002,4.962,4.962
19/02/2002,4.942,4.942
18/02/2002,4.921,4.921
15/02/2002,4.924,4.924
14/02/2002,4.998,4.998
13/02/2002,5.033,5.033
12/02/2002,5.032,5.032
11/02/2002,4.952,4.952
08/02/2002,4.945,4.945
07/02/2002,4.958,4.958
06/02/2002,4.824,4.824
05/02/2002,4.792,4.792
04/02/2002,4.824,4.824
01/02/2002,4.869,4.869
31/01/2002,4.887,4.887
30/01/2002,4.934,4.934
29/01/2002,4.983,4.983
28/01/2002,5.013,5.013
25/01/2002,5.013,5.013
24/01/2002,4.92,4.92
23/01/2002,4.836,4.836
22/01/2002,4.857,4.857
21/01/2002,4.814,4.814
18/01/2002,4.858,4.858
17/01/2002,4.83,4.83
16/01/2002,4.816,4.816
15/01/2002,4.854,4.854
14/01/2002,4.849,4.849
11/01/2002,4.903,4.903
10/01/2002,4.916,4.916
09/01/2002,4.967,4.967
08/01/2002,4.916,4.916
07/01/2002,4.915,4.915
04/01/2002,4.993,4.993
03/01/2002,4.952,4.952
02/01/2002,4.994,4.994
01/01/2002,5.055,5.055
31/12/2001,5.054,5.054
28/12/2001,5.031,5.031
27/12/2001,4.992,4.992
26/12/2001,4.849,4.849
25/12/2001,4.849,4.849
24/12/2001,4.847,4.847
21/12/2001,4.891,4.891
20/12/2001,4.844,4.844
19/12/2001,4.826,4.826
18/12/2001,4.867,4.867
17/12/2001,4.874,4.874
14/12/2001,4.813,4.813
13/12/2001,4.808,4.808
12/12/2001,4.793,4.793
11/12/2001,4.905,4.905
10/12/2001,4.943,4.943
07/12/2001,4.974,4.974
06/12/2001,4.849,4.849
05/12/2001,4.762,4.762
04/12/2001,4.621,4.621
03/12/2001,4.626,4.626
30/11/2001,4.655,4.655
29/11/2001,4.688,4.688
28/11/2001,4.717,4.717
27/11/2001,4.777,4.777
26/11/2001,4.673,4.673
23/11/2001,4.704,4.704
22/11/2001,4.722,4.722
21/11/2001,4.72,4.72
20/11/2001,4.658,4.658
19/11/2001,4.663,4.663
16/11/2001,4.679,4.679
15/11/2001,4.67,4.67
14/11/2001,4.572,4.572
13/11/2001,4.498,4.498
12/11/2001,4.384,4.384
09/11/2001,4.394,4.394
08/11/2001,4.414,4.414
07/11/2001,4.392,4.392
06/11/2001,4.431,4.431
05/11/2001,4.436,4.436
02/11/2001,4.502,4.502
01/11/2001,4.451,4.451
31/10/2001,4.533,4.533
30/10/2001,4.563,4.563
29/10/2001,4.639,4.639
26/10/2001,4.693,4.693
25/10/2001,4.683,4.683
24/10/2001,4.737,4.737
23/10/2001,4.803,4.803
22/10/2001,4.786,4.786
19/10/2001,4.794,4.794
18/10/2001,4.805,4.805
17/10/2001,4.811,4.811
16/10/2001,4.795,4.795
15/10/2001,4.799,4.799
12/10/2001,4.859,4.859
11/10/2001,4.873,4.873
10/10/2001,4.815,4.815
09/10/2001,4.815,4.815
08/10/2001,4.748,4.748
05/10/2001,4.792,4.792
04/10/2001,4.797,4.797
03/10/2001,4.798,4.798
02/10/2001,4.871,4.871
01/10/2001,4.918,4.918
28/09/2001,4.907,4.907
27/09/2001,4.883,4.883
26/09/2001,4.902,4.902
25/09/2001,4.949,4.949
24/09/2001,4.96,4.96
21/09/2001,4.925,4.925
20/09/2001,4.934,4.934
19/09/2001,4.915,4.915
18/09/2001,4.887,4.887
17/09/2001,4.863,4.863
14/09/2001,4.825,4.825
13/09/2001,4.9,4.9
12/09/2001,4.87,4.87
11/09/2001,4.869,4.869
10/09/2001,4.926,4.926
07/09/2001,4.921,4.921
06/09/2001,4.996,4.996
05/09/2001,5.038,5.038
04/09/2001,5.016,5.016
03/09/2001,4.864,4.864
31/08/2001,4.866,4.866
30/08/2001,4.815,4.815
29/08/2001,4.84,4.84
28/08/2001,4.835,4.835
27/08/2001,4.923,4.923
24/08/2001,4.919,4.919
23/08/2001,4.887,4.887
22/08/2001,4.897,4.897
21/08/2001,4.871,4.871
20/08/2001,4.855,4.855
17/08/2001,4.829,4.829
16/08/2001,4.903,4.903
15/08/2001,4.939,4.939
14/08/2001,4.896,4.896
13/08/2001,4.836,4.836
10/08/2001,4.843,4.843
09/08/2001,4.873,4.873
08/08/2001,4.939,4.939
07/08/2001,4.998,4.998
06/08/2001,5.016,5.016
03/08/2001,5.053,5.053
02/08/2001,5.085,5.085
01/08/2001,5.045,5.045
31/07/2001,5.01,5.01
30/07/2001,5.031,5.031
27/07/2001,5.046,5.046
26/07/2001,5.075,5.075
25/07/2001,5.084,5.084
24/07/2001,5.068,5.068
23/07/2001,5.067,5.067
20/07/2001,5.071,5.071
19/07/2001,5.131,5.131
18/07/2001,5.105,5.105
17/07/2001,5.133,5.133
16/07/2001,5.134,5.134
13/07/2001,5.154,5.154
12/07/2001,5.122,5.122
11/07/2001,5.094,5.094
10/07/2001,5.179,5.179
09/07/2001,5.204,5.204
06/07/2001,5.162,5.162
05/07/2001,5.289,5.289
04/07/2001,5.294,5.294
03/07/2001,5.313,5.313
02/07/2001,5.302,5.302
29/06/2001,5.289,5.289
28/06/2001,5.239,5.239
27/06/2001,5.152,5.152
26/06/2001,5.162,5.162
25/06/2001,5.119,5.119
22/06/2001,5.148,5.148
21/06/2001,5.224,5.224
20/06/2001,5.192,5.192
19/06/2001,5.177,5.177
18/06/2001,5.162,5.162
15/06/2001,5.165,5.165
14/06/2001,5.176,5.176
13/06/2001,5.242,5.242
12/06/2001,5.224,5.224
11/06/2001,5.133,5.133
08/06/2001,5.161,5.161
07/06/2001,5.136,5.136
06/06/2001,5.093,5.093
05/06/2001,5.088,5.088
04/06/2001,5.148,5.148
01/06/2001,5.138,5.138
31/05/2001,5.226,5.226
30/05/2001,5.214,5.214
29/05/2001,5.212,5.212
28/05/2001,5.239,5.239
25/05/2001,5.242,5.242
24/05/2001,5.2,5.2
23/05/2001,5.18,5.18
22/05/2001,5.132,5.132
21/05/2001,5.127,5.127
18/05/2001,5.116,5.116
17/05/2001,5.038,5.038
16/05/2001,5.026,5.026
15/05/2001,5.101,5.101
14/05/2001,5.1,5.1
11/05/2001,5.037,5.037
10/05/2001,4.985,4.985
09/05/2001,4.957,4.957
08/05/2001,4.987,4.987
07/05/2001,4.995,4.995
04/05/2001,4.995,4.995
03/05/2001,5.033,5.033
02/05/2001,5.057,5.057
01/05/2001,5.092,5.092
30/04/2001,5.118,5.118
27/04/2001,5.058,5.058
26/04/2001,4.997,4.997
25/04/2001,5.047,5.047
24/04/2001,5.019,5.019
23/04/2001,5.018,5.018
20/04/2001,5.066,5.066
19/04/2001,5.088,5.088
18/04/2001,5.054,5.054
17/04/2001,4.975,4.975
16/04/2001,4.947,4.947
13/04/2001,4.947,4.947
12/04/2001,4.945,4.945
11/04/2001,4.884,4.884
10/04/2001,4.79,4.79
09/04/2001,4.754,4.754
06/04/2001,4.75,4.75
05/04/2001,4.814,4.814
04/04/2001,4.811,4.811
03/04/2001,4.766,4.766
02/04/2001,4.794,4.794
30/03/2001,4.784,4.784
29/03/2001,4.756,4.756
28/03/2001,4.692,4.692
27/03/2001,4.686,4.686
26/03/2001,4.631,4.631
23/03/2001,4.59,4.59
22/03/2001,4.539,4.539
21/03/2001,4.604,4.604
20/03/2001,4.595,4.595
19/03/2001,4.556,4.556
16/03/2001,4.562,4.562
15/03/2001,4.632,4.632
14/03/2001,4.677,4.677
13/03/2001,4.765,4.765
12/03/2001,4.758,4.758
09/03/2001,4.765,4.765
08/03/2001,4.756,4.756
07/03/2001,4.771,4.771
06/03/2001,4.757,4.757
05/03/2001,4.761,4.761
02/03/2001,4.739,4.739
01/03/2001,4.739,4.739
28/02/2001,4.798,4.798
27/02/2001,4.904,4.904
26/02/2001,4.977,4.977
23/02/2001,4.978,4.978
22/02/2001,4.985,4.985
21/02/2001,4.961,4.961
20/02/2001,4.943,4.943
19/02/2001,4.939,4.939
16/02/2001,4.947,4.947
15/02/2001,4.954,4.954
14/02/2001,4.917,4.917
13/02/2001,4.85,4.85
12/02/2001,4.848,4.848
09/02/2001,4.839,4.839
08/02/2001,4.87,4.87
07/02/2001,4.813,4.813
06/02/2001,4.845,4.845
05/02/2001,4.848,4.848
02/02/2001,4.854,4.854
01/02/2001,4.848,4.848
31/01/2001,4.836,4.836
30/01/2001,4.901,4.901
29/01/2001,4.901,4.901
26/01/2001,4.898,4.898
25/01/2001,4.949,4.949
24/01/2001,4.96,4.96
23/01/2001,4.966,4.966
22/01/2001,4.974,4.974
19/01/2001,4.932,4.932
18/01/2001,4.93,4.93
17/01/2001,4.95,4.95
16/01/2001,4.947,4.947
15/01/2001,4.915,4.915
12/01/2001,4.925,4.925
11/01/2001,4.849,4.849
10/01/2001,4.85,4.85
09/01/2001,4.863,4.863
08/01/2001,4.803,4.803
05/01/2001,4.796,4.796
04/01/2001,4.787,4.787
03/01/2001,4.728,4.728
02/01/2001,4.785,4.785
01/01/2001,4.881,4.881
29/12/2000,4.881,4.881
28/12/2000,4.907,4.907
27/12/2000,4.9,4.9
26/12/2000,4.931,4.931
25/12/2000,4.931,4.931
22/12/2000,4.931,4.931
21/12/2000,4.945,4.945
20/12/2000,4.918,4.918
19/12/2000,4.932,4.932
18/12/2000,4.894,4.894
15/12/2000,4.894,4.894
14/12/2000,4.928,4.928
13/12/2000,4.896,4.896
12/12/2000,4.941,4.941
11/12/2000,4.912,4.912
08/12/2000,4.913,4.913
07/12/2000,4.863,4.863
06/12/2000,4.849,4.849
05/12/2000,4.859,4.859
04/12/2000,4.85,4.85
01/12/2000,4.87,4.87
30/11/2000,4.881,4.881
29/11/2000,4.913,4.913
28/11/2000,4.889,4.889
27/11/2000,4.898,4.898
24/11/2000,4.939,4.939
23/11/2000,4.93,4.93
22/11/2000,4.972,4.972
21/11/2000,5.067,5.067
20/11/2000,5.089,5.089
17/11/2000,5.084,5.084
16/11/2000,5.07,5.07
15/11/2000,5.101,5.101
14/11/2000,5.114,5.114
13/11/2000,5.096,5.096
10/11/2000,5.132,5.132
09/11/2000,5.155,5.155
08/11/2000,5.171,5.171
07/11/2000,5.168,5.168
06/11/2000,5.145,5.145
03/11/2000,5.14,5.14
02/11/2000,5.149,5.149
01/11/2000,5.163,5.163
31/10/2000,5.161,5.161
30/10/2000,5.177,5.177
27/10/2000,5.193,5.193
26/10/2000,5.152,5.152
25/10/2000,5.147,5.147
24/10/2000,5.139,5.139
23/10/2000,5.134,5.134
20/10/2000,5.121,5.121
19/10/2000,5.118,5.118
18/10/2000,5.095,5.095
17/10/2000,5.113,5.113
16/10/2000,5.095,5.095
13/10/2000,5.091,5.091
12/10/2000,5.075,5.075
11/10/2000,5.097,5.097
10/10/2000,5.125,5.125
09/10/2000,5.118,5.118
06/10/2000,5.201,5.201
05/10/2000,5.218,5.218
04/10/2000,5.213,5.213
03/10/2000,5.203,5.203
02/10/2000,5.197,5.197
29/09/2000,5.195,5.195
28/09/2000,5.301,5.301
27/09/2000,5.317,5.317
26/09/2000,5.33,5.33
25/09/2000,5.339,5.339
22/09/2000,5.281,5.281
21/09/2000,5.327,5.327
20/09/2000,5.358,5.358
19/09/2000,5.357,5.357
18/09/2000,5.385,5.385
15/09/2000,5.376,5.376
14/09/2000,5.338,5.338
13/09/2000,5.4,5.4
12/09/2000,5.399,5.399
11/09/2000,5.331,5.331
08/09/2000,5.325,5.325
07/09/2000,5.263,5.263
06/09/2000,5.284,5.284
05/09/2000,5.275,5.275
04/09/2000,5.244,5.244
01/09/2000,5.24,5.24
31/08/2000,5.337,5.337
30/08/2000,5.331,5.331
29/08/2000,5.322,5.322
28/08/2000,5.265,5.265
25/08/2000,5.266,5.266
24/08/2000,5.252,5.252
23/08/2000,5.292,5.292
22/08/2000,5.322,5.322
21/08/2000,5.323,5.323
18/08/2000,5.277,5.277
17/08/2000,5.297,5.297
16/08/2000,5.283,5.283
15/08/2000,5.282,5.282
14/08/2000,5.239,5.239
11/08/2000,5.181,5.181
10/08/2000,5.229,5.229
09/08/2000,5.217,5.217
08/08/2000,5.213,5.213
07/08/2000,5.22,5.22
04/08/2000,5.244,5.244
03/08/2000,5.211,5.211
02/08/2000,5.218,5.218
01/08/2000,5.194,5.194
31/07/2000,5.222,5.222
28/07/2000,5.223,5.223
27/07/2000,5.135,5.135
26/07/2000,5.126,5.126
25/07/2000,5.143,5.143
24/07/2000,5.155,5.155
21/07/2000,5.146,5.146
20/07/2000,5.194,5.194
19/07/2000,5.209,5.209
18/07/2000,5.243,5.243
17/07/2000,5.261,5.261
14/07/2000,5.247,5.247
13/07/2000,5.159,5.159
12/07/2000,5.146,5.146
11/07/2000,5.152,5.152
10/07/2000,5.177,5.177
07/07/2000,5.117,5.117
06/07/2000,5.191,5.191
05/07/2000,5.127,5.127
04/07/2000,5.173,5.173
03/07/2000,5.205,5.205
30/06/2000,5.171,5.171
29/06/2000,5.167,5.167
28/06/2000,5.223,5.223
27/06/2000,5.238,5.238
26/06/2000,5.234,5.234
23/06/2000,5.266,5.266
22/06/2000,5.22,5.22
21/06/2000,5.233,5.233
20/06/2000,5.127,5.127
19/06/2000,5.078,5.078
16/06/2000,5.056,5.056
15/06/2000,5.164,5.164
14/06/2000,5.128,5.128
13/06/2000,5.098,5.098
12/06/2000,5.108,5.108
09/06/2000,5.118,5.118
08/06/2000,5.162,5.162
07/06/2000,5.113,5.113
06/06/2000,5.111,5.111
05/06/2000,5.07,5.07
02/06/2000,5.039,5.039
01/06/2000,5.129,5.129
31/05/2000,5.175,5.175
30/05/2000,5.247,5.247
29/05/2000,5.225,5.225
26/05/2000,5.226,5.226
25/05/2000,5.312,5.312
24/05/2000,5.396,5.396
23/05/2000,5.442,5.442
22/05/2000,5.414,5.414
19/05/2000,5.496,5.496
18/05/2000,5.477,5.477
17/05/2000,5.423,5.423
16/05/2000,5.312,5.312
15/05/2000,5.348,5.348
12/05/2000,5.407,5.407
11/05/2000,5.41,5.41
10/05/2000,5.299,5.299
09/05/2000,5.303,5.303
08/05/2000,5.35,5.35
05/05/2000,5.396,5.396
04/05/2000,5.354,5.354
03/05/2000,5.245,5.245
02/05/2000,5.238,5.238
01/05/2000,5.21,5.21
28/04/2000,5.21,5.21
27/04/2000,5.266,5.266
26/04/2000,5.299,5.299
25/04/2000,5.341,5.341
24/04/2000,5.294,5.294
21/04/2000,5.294,5.294
20/04/2000,5.293,5.293
19/04/2000,5.285,5.285
18/04/2000,5.272,5.272
17/04/2000,5.284,5.284
14/04/2000,5.259,5.259
13/04/2000,5.24,5.24
12/04/2000,5.198,5.198
11/04/2000,5.175,5.175
10/04/2000,5.204,5.204
07/04/2000,5.169,5.169
06/04/2000,5.23,5.23
05/04/2000,5.151,5.151
04/04/2000,5.233,5.233
03/04/2000,5.199,5.199
31/03/2000,5.239,5.239
30/03/2000,5.256,5.256
29/03/2000,5.328,5.328
28/03/2000,5.329,5.329
27/03/2000,5.37,5.37
24/03/2000,5.237,5.237
23/03/2000,5.212,5.212
22/03/2000,5.268,5.268
21/03/2000,5.182,5.182
20/03/2000,5.161,5.161
17/03/2000,5.122,5.122
16/03/2000,5.171,5.171
15/03/2000,5.289,5.289
14/03/2000,5.309,5.309
13/03/2000,5.281,5.281
10/03/2000,5.292,5.292
09/03/2000,5.249,5.249
08/03/2000,5.294,5.294
07/03/2000,5.284,5.284
06/03/2000,5.312,5.312
03/03/2000,5.369,5.369
02/03/2000,5.446,5.446
01/03/2000,5.422,5.422
29/02/2000,5.45,5.45
28/02/2000,5.363,5.363
25/02/2000,5.343,5.343
24/02/2000,5.351,5.351
23/02/2000,5.451,5.451
22/02/2000,5.431,5.431
21/02/2000,5.526,5.526
18/02/2000,5.607,5.607
17/02/2000,5.654,5.654
16/02/2000,5.696,5.696
15/02/2000,5.592,5.592
14/02/2000,5.578,5.578
11/02/2000,5.648,5.648
10/02/2000,5.692,5.692
09/02/2000,5.653,5.653
08/02/2000,5.616,5.616
07/02/2000,5.658,5.658
04/02/2000,5.642,5.642
03/02/2000,5.552,5.552
02/02/2000,5.608,5.608
01/02/2000,5.591,5.591
31/01/2000,5.738,5.738
28/01/2000,5.84,5.84
27/01/2000,5.815,5.815
26/01/2000,5.705,5.705
25/01/2000,5.706,5.706
24/01/2000,5.774,5.774
21/01/2000,5.8,5.8
20/01/2000,5.844,5.844
19/01/2000,5.801,5.801
18/01/2000,5.867,5.867
17/01/2000,5.77,5.77
14/01/2000,5.71,5.71
13/01/2000,5.663,5.663
12/01/2000,5.757,5.757
11/01/2000,5.715,5.715
10/01/2000,5.63,5.63
07/01/2000,5.707,5.707
06/01/2000,5.763,5.763
05/01/2000,5.754,5.754
04/01/2000,5.662,5.662
03/01/2000,5.414,5.414
31/12/1999,5.484,5.484
30/12/1999,5.482,5.482
