Security,GUKG10   Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
08/01/2013,2.028,2.028
07/01/2013,2.085,2.085
04/01/2013,2.119,2.119
03/01/2013,2.073,2.073
02/01/2013,1.988,1.988
01/01/2013,1.828,1.828
31/12/2012,1.828,1.828
28/12/2012,1.822,1.822
27/12/2012,1.809,1.809
26/12/2012,1.889,1.889
25/12/2012,1.889,1.889
24/12/2012,1.889,1.889
21/12/2012,1.885,1.885
20/12/2012,1.948,1.948
19/12/2012,1.957,1.957
18/12/2012,1.953,1.953
17/12/2012,1.89,1.89
14/12/2012,1.862,1.862
13/12/2012,1.86,1.86
12/12/2012,1.822,1.822
11/12/2012,1.8,1.8
10/12/2012,1.773,1.773
07/12/2012,1.743,1.743
06/12/2012,1.742,1.742
05/12/2012,1.777,1.777
04/12/2012,1.81,1.81
03/12/2012,1.821,1.821
30/11/2012,1.775,1.775
29/11/2012,1.755,1.755
28/11/2012,1.768,1.768
27/11/2012,1.853,1.853
26/11/2012,1.838,1.838
23/11/2012,1.843,1.843
22/11/2012,1.846,1.846
21/11/2012,1.853,1.853
20/11/2012,1.846,1.846
19/11/2012,1.773,1.773
16/11/2012,1.732,1.732
15/11/2012,1.733,1.733
14/11/2012,1.752,1.752
13/11/2012,1.71,1.71
12/11/2012,1.718,1.718
09/11/2012,1.735,1.735
08/11/2012,1.773,1.773
07/11/2012,1.759,1.759
06/11/2012,1.816,1.816
05/11/2012,1.816,1.816
02/11/2012,1.855,1.855
01/11/2012,1.867,1.867
31/10/2012,1.852,1.852
30/10/2012,1.827,1.827
29/10/2012,1.799,1.799
26/10/2012,1.868,1.868
25/10/2012,1.914,1.914
24/10/2012,1.85,1.85
23/10/2012,1.825,1.825
22/10/2012,1.903,1.903
19/10/2012,1.88,1.88
18/10/2012,1.913,1.913
17/10/2012,1.916,1.916
16/10/2012,1.82,1.82
15/10/2012,1.759,1.759
12/10/2012,1.721,1.721
11/10/2012,1.783,1.783
10/10/2012,1.766,1.766
09/10/2012,1.727,1.727
08/10/2012,1.731,1.731
05/10/2012,1.77,1.77
04/10/2012,1.703,1.703
03/10/2012,1.687,1.687
02/10/2012,1.709,1.709
01/10/2012,1.737,1.737
28/09/2012,1.727,1.727
27/09/2012,1.731,1.731
26/09/2012,1.693,1.693
25/09/2012,1.819,1.819
24/09/2012,1.814,1.814
21/09/2012,1.834,1.834
20/09/2012,1.797,1.797
19/09/2012,1.844,1.844
18/09/2012,1.878,1.878
17/09/2012,1.925,1.925
14/09/2012,1.965,1.965
13/09/2012,1.815,1.815
12/09/2012,1.831,1.831
11/09/2012,1.738,1.738
10/09/2012,1.732,1.732
07/09/2012,1.684,1.684
06/09/2012,1.714,1.714
05/09/2012,1.644,1.644
04/09/2012,1.627,1.627
03/09/2012,1.65,1.65
31/08/2012,1.464,1.464
30/08/2012,1.452,1.452
29/08/2012,1.504,1.504
28/08/2012,1.489,1.489
27/08/2012,1.539,1.539
24/08/2012,1.528,1.528
23/08/2012,1.569,1.569
22/08/2012,1.633,1.633
21/08/2012,1.708,1.708
20/08/2012,1.664,1.664
17/08/2012,1.672,1.672
16/08/2012,1.694,1.694
15/08/2012,1.684,1.684
14/08/2012,1.603,1.603
13/08/2012,1.564,1.564
10/08/2012,1.542,1.542
09/08/2012,1.62,1.62
08/08/2012,1.567,1.567
07/08/2012,1.6,1.6
06/08/2012,1.496,1.496
03/08/2012,1.56,1.56
02/08/2012,1.439,1.439
01/08/2012,1.516,1.516
31/07/2012,1.47,1.47
30/07/2012,1.542,1.542
27/07/2012,1.537,1.537
26/07/2012,1.481,1.481
25/07/2012,1.459,1.459
24/07/2012,1.467,1.467
23/07/2012,1.472,1.472
20/07/2012,1.485,1.485
19/07/2012,1.524,1.524
18/07/2012,1.475,1.475
17/07/2012,1.504,1.504
16/07/2012,1.497,1.497
13/07/2012,1.549,1.549
12/07/2012,1.532,1.532
11/07/2012,1.565,1.565
10/07/2012,1.586,1.586
09/07/2012,1.582,1.582
06/07/2012,1.593,1.593
05/07/2012,1.655,1.655
04/07/2012,1.723,1.723
03/07/2012,1.758,1.758
02/07/2012,1.699,1.699
29/06/2012,1.734,1.734
28/06/2012,1.642,1.642
27/06/2012,1.688,1.688
26/06/2012,1.685,1.685
25/06/2012,1.672,1.672
22/06/2012,1.724,1.724
21/06/2012,1.699,1.699
20/06/2012,1.771,1.771
19/06/2012,1.718,1.718
18/06/2012,1.662,1.662
15/06/2012,1.666,1.666
14/06/2012,1.729,1.729
13/06/2012,1.75,1.75
12/06/2012,1.696,1.696
11/06/2012,1.652,1.652
08/06/2012,1.627,1.627
07/06/2012,1.716,1.716
06/06/2012,1.663,1.663
05/06/2012,1.525,1.525
04/06/2012,1.524,1.524
01/06/2012,1.534,1.534
31/05/2012,1.571,1.571
30/05/2012,1.648,1.648
29/05/2012,1.779,1.779
28/05/2012,1.762,1.762
25/05/2012,1.754,1.754
24/05/2012,1.777,1.777
23/05/2012,1.772,1.772
22/05/2012,1.871,1.871
21/05/2012,1.844,1.844
18/05/2012,1.825,1.825
17/05/2012,1.838,1.838
16/05/2012,1.878,1.878
15/05/2012,1.895,1.895
14/05/2012,1.877,1.877
11/05/2012,1.963,1.963
10/05/2012,1.987,1.987
09/05/2012,1.904,1.904
08/05/2012,1.937,1.937
07/05/2012,2.005,2.005
04/05/2012,1.996,1.996
03/05/2012,2.039,2.039
02/05/2012,2.048,2.048
01/05/2012,2.099,2.099
30/04/2012,2.113,2.113
27/04/2012,2.125,2.125
26/04/2012,2.099,2.099
25/04/2012,2.142,2.142
24/04/2012,2.097,2.097
23/04/2012,2.124,2.124
20/04/2012,2.176,2.176
19/04/2012,2.153,2.153
18/04/2012,2.133,2.133
17/04/2012,2.097,2.097
16/04/2012,2.031,2.031
13/04/2012,2.041,2.041
12/04/2012,2.085,2.085
11/04/2012,2.052,2.052
10/04/2012,2.01,2.01
09/04/2012,2.157,2.157
06/04/2012,2.157,2.157
05/04/2012,2.157,2.157
04/04/2012,2.212,2.212
03/04/2012,2.172,2.172
02/04/2012,2.225,2.225
30/03/2012,2.204,2.204
29/03/2012,2.2,2.2
28/03/2012,2.212,2.212
27/03/2012,2.262,2.262
26/03/2012,2.334,2.334
23/03/2012,2.274,2.274
22/03/2012,2.327,2.327
21/03/2012,2.372,2.372
20/03/2012,2.423,2.423
19/03/2012,2.43,2.43
16/03/2012,2.445,2.445
15/03/2012,2.371,2.371
14/03/2012,2.341,2.341
13/03/2012,2.172,2.172
12/03/2012,2.094,2.094
09/03/2012,2.154,2.154
08/03/2012,2.146,2.146
07/03/2012,2.138,2.138
06/03/2012,2.124,2.124
05/03/2012,2.187,2.187
02/03/2012,2.138,2.138
01/03/2012,2.216,2.216
29/02/2012,2.149,2.149
28/02/2012,2.016,2.016
27/02/2012,2.03,2.03
24/02/2012,2.069,2.069
23/02/2012,2.099,2.099
22/02/2012,2.107,2.107
21/02/2012,2.218,2.218
20/02/2012,2.225,2.225
17/02/2012,2.185,2.185
16/02/2012,2.137,2.137
15/02/2012,2.082,2.082
14/02/2012,2.092,2.092
13/02/2012,2.127,2.127
10/02/2012,2.112,2.112
09/02/2012,2.225,2.225
08/02/2012,2.191,2.191
07/02/2012,2.22,2.22
06/02/2012,2.158,2.158
03/02/2012,2.178,2.178
02/02/2012,2.092,2.092
01/02/2012,2.052,2.052
31/01/2012,1.97,1.97
30/01/2012,1.989,1.989
27/01/2012,2.068,2.068
26/01/2012,2.088,2.088
25/01/2012,2.157,2.157
24/01/2012,2.179,2.179
23/01/2012,2.163,2.163
20/01/2012,2.114,2.114
19/01/2012,2.052,2.052
18/01/2012,1.963,1.963
17/01/2012,1.963,1.963
16/01/2012,1.969,1.969
13/01/2012,1.969,1.969
12/01/2012,2.023,2.023
11/01/2012,2.005,2.005
10/01/2012,2.077,2.077
09/01/2012,2.005,2.005
06/01/2012,2.017,2.017
05/01/2012,2.052,2.052
04/01/2012,2.054,2.054
03/01/2012,2.033,2.033
02/01/2012,1.978,1.978
30/12/2011,1.977,1.977
29/12/2011,1.963,1.963
28/12/2011,2.011,2.011
27/12/2011,2.04,2.04
26/12/2011,2.038,2.038
23/12/2011,2.038,2.038
22/12/2011,2.049,2.049
21/12/2011,2.072,2.072
20/12/2011,2.095,2.095
19/12/2011,2.063,2.063
16/12/2011,2.043,2.043
15/12/2011,2.102,2.102
14/12/2011,2.093,2.093
13/12/2011,2.126,2.126
12/12/2011,2.102,2.102
09/12/2011,2.16,2.16
08/12/2011,2.119,2.119
07/12/2011,2.235,2.235
06/12/2011,2.249,2.249
05/12/2011,2.347,2.347
02/12/2011,2.29,2.29
01/12/2011,2.264,2.264
30/11/2011,2.312,2.312
29/11/2011,2.233,2.233
28/11/2011,2.272,2.272
25/11/2011,2.29,2.29
24/11/2011,2.16,2.16
23/11/2011,2.143,2.143
22/11/2011,2.174,2.174
21/11/2011,2.203,2.203
18/11/2011,2.253,2.253
17/11/2011,2.229,2.229
16/11/2011,2.156,2.156
15/11/2011,2.151,2.151
14/11/2011,2.18,2.18
11/11/2011,2.289,2.289
10/11/2011,2.229,2.229
09/11/2011,2.177,2.177
08/11/2011,2.267,2.267
07/11/2011,2.264,2.264
04/11/2011,2.308,2.308
03/11/2011,2.378,2.378
02/11/2011,2.288,2.288
01/11/2011,2.211,2.211
31/10/2011,2.437,2.437
28/10/2011,2.607,2.607
27/10/2011,2.621,2.621
26/10/2011,2.47,2.47
25/10/2011,2.511,2.511
24/10/2011,2.557,2.557
21/10/2011,2.531,2.531
20/10/2011,2.454,2.454
19/10/2011,2.47,2.47
18/10/2011,2.434,2.434
17/10/2011,2.53,2.53
14/10/2011,2.607,2.607
13/10/2011,2.559,2.559
12/10/2011,2.642,2.642
11/10/2011,2.587,2.587
10/10/2011,2.586,2.586
07/10/2011,2.47,2.47
06/10/2011,2.394,2.394
05/10/2011,2.356,2.356
04/10/2011,2.248,2.248
03/10/2011,2.347,2.347
30/09/2011,2.43,2.43
29/09/2011,2.53,2.53
28/09/2011,2.554,2.554
27/09/2011,2.539,2.539
26/09/2011,2.43,2.43
23/09/2011,2.365,2.365
22/09/2011,2.316,2.316
21/09/2011,2.413,2.413
20/09/2011,2.388,2.388
19/09/2011,2.394,2.394
16/09/2011,2.484,2.484
15/09/2011,2.521,2.521
14/09/2011,2.444,2.444
13/09/2011,2.411,2.411
12/09/2011,2.188,2.188
09/09/2011,2.26,2.26
08/09/2011,2.35,2.35
07/09/2011,2.341,2.341
06/09/2011,2.293,2.293
05/09/2011,2.285,2.285
02/09/2011,2.441,2.441
01/09/2011,2.54,2.54
31/08/2011,2.603,2.603
30/08/2011,2.503,2.503
29/08/2011,2.483,2.483
26/08/2011,2.499,2.499
25/08/2011,2.461,2.461
24/08/2011,2.476,2.476
23/08/2011,2.394,2.394
22/08/2011,2.385,2.385
19/08/2011,2.387,2.387
18/08/2011,2.313,2.313
17/08/2011,2.432,2.432
16/08/2011,2.559,2.559
15/08/2011,2.535,2.535
12/08/2011,2.533,2.533
11/08/2011,2.545,2.545
10/08/2011,2.482,2.482
09/08/2011,2.713,2.713
08/08/2011,2.641,2.641
05/08/2011,2.687,2.687
04/08/2011,2.682,2.682
03/08/2011,2.74,2.74
02/08/2011,2.766,2.766
01/08/2011,2.804,2.804
29/07/2011,2.859,2.859
28/07/2011,2.965,2.965
27/07/2011,2.982,2.982
26/07/2011,3.071,3.071
25/07/2011,3.049,3.049
22/07/2011,3.107,3.107
21/07/2011,3.175,3.175
20/07/2011,3.074,3.074
19/07/2011,3.046,3.046
18/07/2011,3.026,3.026
15/07/2011,3.077,3.077
14/07/2011,3.107,3.107
13/07/2011,3.12,3.12
12/07/2011,3.091,3.091
11/07/2011,3.088,3.088
08/07/2011,3.193,3.193
07/07/2011,3.298,3.298
06/07/2011,3.246,3.246
05/07/2011,3.322,3.322
04/07/2011,3.363,3.363
01/07/2011,3.386,3.386
30/06/2011,3.38,3.38
29/06/2011,3.326,3.326
28/06/2011,3.262,3.262
27/06/2011,3.16,3.16
24/06/2011,3.132,3.132
23/06/2011,3.153,3.153
22/06/2011,3.194,3.194
21/06/2011,3.222,3.222
20/06/2011,3.223,3.223
17/06/2011,3.198,3.198
16/06/2011,3.18,3.18
15/06/2011,3.236,3.236
14/06/2011,3.294,3.294
13/06/2011,3.253,3.253
10/06/2011,3.224,3.224
09/06/2011,3.272,3.272
08/06/2011,3.288,3.288
07/06/2011,3.334,3.334
06/06/2011,3.27,3.27
03/06/2011,3.286,3.286
02/06/2011,3.246,3.246
01/06/2011,3.251,3.251
31/05/2011,3.292,3.292
30/05/2011,3.273,3.273
27/05/2011,3.294,3.294
26/05/2011,3.315,3.315
25/05/2011,3.325,3.325
24/05/2011,3.34,3.34
23/05/2011,3.304,3.304
20/05/2011,3.345,3.345
19/05/2011,3.391,3.391
18/05/2011,3.386,3.386
17/05/2011,3.365,3.365
16/05/2011,3.383,3.383
13/05/2011,3.365,3.365
12/05/2011,3.377,3.377
11/05/2011,3.437,3.437
10/05/2011,3.379,3.379
09/05/2011,3.364,3.364
06/05/2011,3.383,3.383
05/05/2011,3.386,3.386
04/05/2011,3.379,3.379
03/05/2011,3.421,3.421
02/05/2011,3.452,3.452
29/04/2011,3.43,3.43
28/04/2011,3.483,3.483
27/04/2011,3.57,3.57
26/04/2011,3.485,3.485
25/04/2011,3.527,3.527
22/04/2011,3.527,3.527
21/04/2011,3.527,3.527
20/04/2011,3.576,3.576
19/04/2011,3.552,3.552
18/04/2011,3.556,3.556
15/04/2011,3.6,3.6
14/04/2011,3.689,3.689
13/04/2011,3.708,3.708
12/04/2011,3.699,3.699
11/04/2011,3.809,3.809
08/04/2011,3.808,3.808
07/04/2011,3.752,3.752
06/04/2011,3.763,3.763
05/04/2011,3.767,3.767
04/04/2011,3.722,3.722
01/04/2011,3.719,3.719
31/03/2011,3.689,3.689
30/03/2011,3.668,3.668
29/03/2011,3.629,3.629
28/03/2011,3.599,3.599
25/03/2011,3.611,3.611
24/03/2011,3.58,3.58
23/03/2011,3.554,3.554
22/03/2011,3.6,3.6
21/03/2011,3.526,3.526
18/03/2011,3.509,3.509
17/03/2011,3.546,3.546
16/03/2011,3.478,3.478
15/03/2011,3.527,3.527
14/03/2011,3.57,3.57
11/03/2011,3.547,3.547
10/03/2011,3.596,3.596
09/03/2011,3.662,3.662
08/03/2011,3.673,3.673
07/03/2011,3.633,3.633
04/03/2011,3.629,3.629
03/03/2011,3.715,3.715
02/03/2011,3.638,3.638
01/03/2011,3.622,3.622
28/02/2011,3.602,3.602
25/02/2011,3.616,3.616
24/02/2011,3.622,3.622
23/02/2011,3.669,3.669
22/02/2011,3.68,3.68
21/02/2011,3.733,3.733
18/02/2011,3.805,3.805
17/02/2011,3.761,3.761
16/02/2011,3.812,3.812
15/02/2011,3.852,3.852
14/02/2011,3.838,3.838
11/02/2011,3.868,3.868
10/02/2011,3.882,3.882
09/02/2011,3.872,3.872
08/02/2011,3.838,3.838
07/02/2011,3.833,3.833
04/02/2011,3.819,3.819
03/02/2011,3.779,3.779
02/02/2011,3.764,3.764
01/02/2011,3.707,3.707
31/01/2011,3.656,3.656
28/01/2011,3.65,3.65
27/01/2011,3.693,3.693
26/01/2011,3.692,3.692
25/01/2011,3.627,3.627
24/01/2011,3.671,3.671
21/01/2011,3.695,3.695
20/01/2011,3.688,3.688
19/01/2011,3.635,3.635
18/01/2011,3.659,3.659
17/01/2011,3.618,3.618
14/01/2011,3.609,3.609
13/01/2011,3.606,3.606
12/01/2011,3.644,3.644
11/01/2011,3.554,3.554
10/01/2011,3.513,3.513
07/01/2011,3.512,3.512
06/01/2011,3.529,3.529
05/01/2011,3.551,3.551
04/01/2011,3.462,3.462
03/01/2011,3.397,3.397
31/12/2010,3.396,3.396
30/12/2010,3.474,3.474
29/12/2010,3.571,3.571
28/12/2010,3.509,3.509
27/12/2010,3.504,3.504
24/12/2010,3.509,3.509
23/12/2010,3.499,3.499
22/12/2010,3.504,3.504
21/12/2010,3.506,3.506
20/12/2010,3.481,3.481
17/12/2010,3.557,3.557
16/12/2010,3.631,3.631
15/12/2010,3.62,3.62
14/12/2010,3.608,3.608
13/12/2010,3.552,3.552
10/12/2010,3.518,3.518
09/12/2010,3.493,3.493
08/12/2010,3.547,3.547
07/12/2010,3.459,3.459
06/12/2010,3.397,3.397
03/12/2010,3.413,3.413
02/12/2010,3.401,3.401
01/12/2010,3.361,3.361
30/11/2010,3.225,3.225
29/11/2010,3.338,3.338
26/11/2010,3.347,3.347
25/11/2010,3.363,3.363
24/11/2010,3.333,3.333
23/11/2010,3.262,3.262
22/11/2010,3.333,3.333
19/11/2010,3.386,3.386
18/11/2010,3.4,3.4
17/11/2010,3.272,3.272
16/11/2010,3.292,3.292
15/11/2010,3.266,3.266
12/11/2010,3.204,3.204
11/11/2010,3.155,3.155
10/11/2010,3.164,3.164
09/11/2010,3.032,3.032
08/11/2010,3.005,3.005
05/11/2010,2.977,2.977
04/11/2010,2.952,2.952
03/11/2010,2.997,2.997
02/11/2010,3.034,3.034
01/11/2010,3.046,3.046
29/10/2010,3.076,3.076
28/10/2010,3.15,3.15
27/10/2010,3.151,3.151
26/10/2010,3.06,3.06
25/10/2010,2.923,2.923
22/10/2010,2.951,2.951
21/10/2010,2.937,2.937
20/10/2010,2.987,2.987
19/10/2010,3.002,3.002
18/10/2010,2.963,2.963
15/10/2010,2.945,2.945
14/10/2010,2.88,2.88
13/10/2010,2.879,2.879
12/10/2010,2.848,2.848
11/10/2010,2.878,2.878
08/10/2010,2.866,2.866
07/10/2010,2.928,2.928
06/10/2010,2.895,2.895
05/10/2010,2.965,2.965
04/10/2010,2.933,2.933
01/10/2010,2.971,2.971
30/09/2010,2.95,2.95
29/09/2010,2.909,2.909
28/09/2010,2.934,2.934
27/09/2010,2.974,2.974
24/09/2010,3.042,3.042
23/09/2010,2.952,2.952
22/09/2010,2.974,2.974
21/09/2010,3.119,3.119
20/09/2010,3.152,3.152
17/09/2010,3.127,3.127
16/09/2010,3.143,3.143
15/09/2010,3.084,3.084
14/09/2010,3.055,3.055
13/09/2010,3.117,3.117
10/09/2010,3.125,3.125
09/09/2010,3.053,3.053
08/09/2010,2.989,2.989
07/09/2010,2.914,2.914
06/09/2010,2.982,2.982
03/09/2010,3.008,3.008
02/09/2010,2.962,2.962
01/09/2010,2.931,2.931
31/08/2010,2.832,2.832
30/08/2010,2.9,2.9
27/08/2010,2.901,2.901
26/08/2010,2.887,2.887
25/08/2010,2.843,2.843
24/08/2010,2.879,2.879
23/08/2010,2.971,2.971
20/08/2010,2.975,2.975
19/08/2010,3.007,3.007
18/08/2010,3.027,3.027
17/08/2010,3.063,3.063
16/08/2010,3.041,3.041
13/08/2010,3.122,3.122
12/08/2010,3.115,3.115
11/08/2010,3.143,3.143
10/08/2010,3.255,3.255
09/08/2010,3.242,3.242
06/08/2010,3.224,3.224
05/08/2010,3.236,3.236
04/08/2010,3.292,3.292
03/08/2010,3.275,3.275
02/08/2010,3.349,3.349
30/07/2010,3.325,3.325
29/07/2010,3.414,3.414
28/07/2010,3.486,3.486
27/07/2010,3.516,3.516
26/07/2010,3.454,3.454
23/07/2010,3.437,3.437
22/07/2010,3.361,3.361
21/07/2010,3.346,3.346
20/07/2010,3.354,3.354
19/07/2010,3.353,3.353
16/07/2010,3.332,3.332
15/07/2010,3.375,3.375
14/07/2010,3.398,3.398
13/07/2010,3.376,3.376
12/07/2010,3.336,3.336
09/07/2010,3.332,3.332
08/07/2010,3.373,3.373
07/07/2010,3.359,3.359
06/07/2010,3.346,3.346
05/07/2010,3.321,3.321
02/07/2010,3.354,3.354
01/07/2010,3.316,3.316
30/06/2010,3.355,3.355
29/06/2010,3.389,3.389
28/06/2010,3.376,3.376
25/06/2010,3.383,3.383
24/06/2010,3.389,3.389
23/06/2010,3.437,3.437
22/06/2010,3.457,3.457
21/06/2010,3.514,3.514
18/06/2010,3.544,3.544
17/06/2010,3.483,3.483
16/06/2010,3.536,3.536
15/06/2010,3.553,3.553
14/06/2010,3.546,3.546
11/06/2010,3.463,3.463
10/06/2010,3.56,3.56
09/06/2010,3.528,3.528
08/06/2010,3.469,3.469
07/06/2010,3.494,3.494
04/06/2010,3.513,3.513
03/06/2010,3.584,3.584
02/06/2010,3.547,3.547
01/06/2010,3.575,3.575
31/05/2010,3.581,3.581
28/05/2010,3.581,3.581
27/05/2010,3.613,3.613
26/05/2010,3.557,3.557
25/05/2010,3.469,3.469
24/05/2010,3.546,3.546
21/05/2010,3.55,3.55
20/05/2010,3.564,3.564
19/05/2010,3.661,3.661
18/05/2010,3.754,3.754
17/05/2010,3.742,3.742
14/05/2010,3.751,3.751
13/05/2010,3.841,3.841
12/05/2010,3.846,3.846
11/05/2010,3.886,3.886
10/05/2010,3.922,3.922
07/05/2010,3.831,3.831
06/05/2010,3.799,3.799
05/05/2010,3.817,3.817
04/05/2010,3.839,3.839
03/05/2010,3.907,3.907
30/04/2010,3.852,3.852
29/04/2010,3.95,3.95
28/04/2010,3.943,3.943
27/04/2010,3.963,3.963
26/04/2010,3.996,3.996
23/04/2010,4.044,4.044
22/04/2010,3.987,3.987
21/04/2010,4.02,4.02
20/04/2010,4.02,4.02
19/04/2010,3.991,3.991
16/04/2010,3.984,3.984
15/04/2010,4.035,4.035
14/04/2010,4.031,4.031
13/04/2010,4.017,4.017
12/04/2010,4.05,4.05
09/04/2010,4.045,4.045
08/04/2010,4.009,4.009
07/04/2010,4.06,4.06
06/04/2010,4.013,4.013
05/04/2010,3.923,3.923
02/04/2010,3.92,3.92
01/04/2010,3.922,3.922
31/03/2010,3.939,3.939
30/03/2010,3.99,3.99
29/03/2010,3.975,3.975
26/03/2010,4.037,4.037
25/03/2010,4.035,4.035
24/03/2010,3.979,3.979
23/03/2010,3.917,3.917
22/03/2010,3.922,3.922
19/03/2010,3.955,3.955
18/03/2010,3.983,3.983
17/03/2010,4.006,4.006
16/03/2010,4.026,4.026
15/03/2010,4.064,4.064
12/03/2010,4.098,4.098
11/03/2010,4.149,4.149
10/03/2010,4.075,4.075
09/03/2010,4.05,4.05
08/03/2010,4.099,4.099
05/03/2010,4.063,4.063
04/03/2010,4.003,4.003
03/03/2010,4.032,4.032
02/03/2010,4.02,4.02
01/03/2010,4.076,4.076
26/02/2010,4.031,4.031
25/02/2010,4.03,4.03
24/02/2010,4.076,4.076
23/02/2010,4.173,4.173
22/02/2010,4.23,4.23
19/02/2010,4.172,4.172
18/02/2010,4.098,4.098
17/02/2010,4.03,4.03
16/02/2010,4.036,4.036
15/02/2010,4.064,4.064
12/02/2010,4.042,4.042
11/02/2010,4.024,4.024
10/02/2010,3.926,3.926
09/02/2010,3.964,3.964
08/02/2010,3.947,3.947
05/02/2010,3.883,3.883
04/02/2010,3.897,3.897
03/02/2010,3.915,3.915
02/02/2010,3.913,3.913
01/02/2010,3.898,3.898
29/01/2010,3.911,3.911
28/01/2010,3.939,3.939
27/01/2010,3.882,3.882
26/01/2010,3.878,3.878
25/01/2010,3.909,3.909
22/01/2010,3.921,3.921
21/01/2010,3.926,3.926
20/01/2010,4.014,4.014
19/01/2010,4.026,4.026
18/01/2010,3.937,3.937
15/01/2010,3.938,3.938
14/01/2010,3.982,3.982
13/01/2010,3.959,3.959
12/01/2010,3.934,3.934
11/01/2010,3.98,3.98
08/01/2010,4.063,4.063
07/01/2010,4.052,4.052
06/01/2010,4.053,4.053
05/01/2010,4.016,4.016
04/01/2010,3.964,3.964
01/01/2010,4.015,4.015
31/12/2009,4.015,4.015
30/12/2009,4.066,4.066
29/12/2009,4.082,4.082
28/12/2009,3.996,3.996
25/12/2009,3.995,3.995
24/12/2009,3.996,3.996
23/12/2009,3.992,3.992
22/12/2009,3.908,3.908
21/12/2009,3.864,3.864
18/12/2009,3.776,3.776
17/12/2009,3.847,3.847
16/12/2009,3.885,3.885
15/12/2009,3.894,3.894
14/12/2009,3.832,3.832
11/12/2009,3.859,3.859
10/12/2009,3.808,3.808
09/12/2009,3.666,3.666
08/12/2009,3.696,3.696
07/12/2009,3.694,3.694
04/12/2009,3.709,3.709
03/12/2009,3.627,3.627
02/12/2009,3.591,3.591
01/12/2009,3.547,3.547
30/11/2009,3.523,3.523
27/11/2009,3.545,3.545
26/11/2009,3.53,3.53
25/11/2009,3.634,3.634
24/11/2009,3.655,3.655
23/11/2009,3.665,3.665
20/11/2009,3.638,3.638
19/11/2009,3.659,3.659
18/11/2009,3.681,3.681
17/11/2009,3.672,3.672
16/11/2009,3.748,3.748
13/11/2009,3.795,3.795
12/11/2009,3.778,3.778
11/11/2009,3.755,3.755
10/11/2009,3.792,3.792
09/11/2009,3.835,3.835
06/11/2009,3.885,3.885
05/11/2009,3.854,3.854
04/11/2009,3.792,3.792
03/11/2009,3.722,3.722
02/11/2009,3.663,3.663
30/10/2009,3.619,3.619
29/10/2009,3.673,3.673
28/10/2009,3.607,3.607
27/10/2009,3.61,3.61
26/10/2009,3.697,3.697
23/10/2009,3.675,3.675
22/10/2009,3.707,3.707
21/10/2009,3.707,3.707
20/10/2009,3.539,3.539
19/10/2009,3.605,3.605
16/10/2009,3.599,3.599
15/10/2009,3.569,3.569
14/10/2009,3.498,3.498
13/10/2009,3.402,3.402
12/10/2009,3.381,3.381
09/10/2009,3.453,3.453
08/10/2009,3.356,3.356
07/10/2009,3.385,3.385
06/10/2009,3.405,3.405
05/10/2009,3.401,3.401
02/10/2009,3.439,3.439
01/10/2009,3.488,3.488
30/09/2009,3.592,3.592
29/09/2009,3.614,3.614
28/09/2009,3.627,3.627
25/09/2009,3.61,3.61
24/09/2009,3.692,3.692
23/09/2009,3.751,3.751
22/09/2009,3.765,3.765
21/09/2009,3.74,3.74
18/09/2009,3.741,3.741
17/09/2009,3.729,3.729
16/09/2009,3.69,3.69
15/09/2009,3.618,3.618
14/09/2009,3.609,3.609
11/09/2009,3.61,3.61
10/09/2009,3.678,3.678
09/09/2009,3.759,3.759
08/09/2009,3.675,3.675
07/09/2009,3.635,3.635
04/09/2009,3.624,3.624
03/09/2009,3.593,3.593
02/09/2009,3.546,3.546
01/09/2009,3.56,3.56
31/08/2009,3.556,3.556
28/08/2009,3.555,3.555
27/08/2009,3.557,3.557
26/08/2009,3.547,3.547
25/08/2009,3.551,3.551
24/08/2009,3.631,3.631
21/08/2009,3.642,3.642
20/08/2009,3.607,3.607
19/08/2009,3.586,3.586
18/08/2009,3.656,3.656
17/08/2009,3.605,3.605
14/08/2009,3.679,3.679
13/08/2009,3.786,3.786
12/08/2009,3.789,3.789
11/08/2009,3.81,3.81
10/08/2009,3.783,3.783
07/08/2009,3.797,3.797
06/08/2009,3.732,3.732
05/08/2009,3.827,3.827
04/08/2009,3.852,3.852
03/08/2009,3.879,3.879
31/07/2009,3.801,3.801
30/07/2009,3.95,3.95
29/07/2009,3.968,3.968
28/07/2009,3.933,3.933
27/07/2009,3.968,3.968
24/07/2009,3.963,3.963
23/07/2009,3.967,3.967
22/07/2009,3.841,3.841
21/07/2009,3.794,3.794
20/07/2009,3.829,3.829
17/07/2009,3.813,3.813
16/07/2009,3.766,3.766
15/07/2009,3.8,3.8
14/07/2009,3.74,3.74
13/07/2009,3.673,3.673
10/07/2009,3.741,3.741
09/07/2009,3.79,3.79
08/07/2009,3.618,3.618
07/07/2009,3.682,3.682
06/07/2009,3.668,3.668
03/07/2009,3.729,3.729
02/07/2009,3.741,3.741
01/07/2009,3.77,3.77
30/06/2009,3.69,3.69
29/06/2009,3.616,3.616
26/06/2009,3.687,3.687
25/06/2009,3.706,3.706
24/06/2009,3.704,3.704
23/06/2009,3.74,3.74
22/06/2009,3.743,3.743
19/06/2009,3.81,3.81
