Date,2y,Date,10y,Date,BankRate
02/01/2013,0.398,02/01/2013,1.988,21/12/2012,0.5
01/01/2013,0.323,01/01/2013,1.828,20/12/2012,0.5
31/12/2012,0.323,31/12/2012,1.828,19/12/2012,0.5
28/12/2012,0.312,28/12/2012,1.822,18/12/2012,0.5
27/12/2012,0.286,27/12/2012,1.809,17/12/2012,0.5
26/12/2012,0.341,26/12/2012,1.889,14/12/2012,0.5
25/12/2012,0.341,25/12/2012,1.889,13/12/2012,0.5
24/12/2012,0.341,24/12/2012,1.889,12/12/2012,0.5
21/12/2012,0.329,21/12/2012,1.885,11/12/2012,0.5
20/12/2012,0.37,20/12/2012,1.948,10/12/2012,0.5
19/12/2012,0.374,19/12/2012,1.957,07/12/2012,0.5
18/12/2012,0.375,18/12/2012,1.953,06/12/2012,0.5
17/12/2012,0.349,17/12/2012,1.89,05/12/2012,0.5
14/12/2012,0.326,14/12/2012,1.862,04/12/2012,0.5
13/12/2012,0.317,13/12/2012,1.86,03/12/2012,0.5
12/12/2012,0.293,12/12/2012,1.822,30/11/2012,0.5
11/12/2012,0.292,11/12/2012,1.8,29/11/2012,0.5
10/12/2012,0.277,10/12/2012,1.773,28/11/2012,0.5
07/12/2012,0.254,07/12/2012,1.743,27/11/2012,0.5
06/12/2012,0.257,06/12/2012,1.742,26/11/2012,0.5
05/12/2012,0.302,05/12/2012,1.777,23/11/2012,0.5
04/12/2012,0.317,04/12/2012,1.81,22/11/2012,0.5
03/12/2012,0.332,03/12/2012,1.821,21/11/2012,0.5
30/11/2012,0.315,30/11/2012,1.775,20/11/2012,0.5
29/11/2012,0.282,29/11/2012,1.755,19/11/2012,0.5
28/11/2012,0.278,28/11/2012,1.768,16/11/2012,0.5
27/11/2012,0.322,27/11/2012,1.853,15/11/2012,0.5
26/11/2012,0.308,26/11/2012,1.838,14/11/2012,0.5
23/11/2012,0.307,23/11/2012,1.843,13/11/2012,0.5
22/11/2012,0.306,22/11/2012,1.846,12/11/2012,0.5
21/11/2012,0.302,21/11/2012,1.853,09/11/2012,0.5
20/11/2012,0.293,20/11/2012,1.846,08/11/2012,0.5
19/11/2012,0.268,19/11/2012,1.773,07/11/2012,0.5
16/11/2012,0.246,16/11/2012,1.732,06/11/2012,0.5
15/11/2012,0.238,15/11/2012,1.733,05/11/2012,0.5
14/11/2012,0.25,14/11/2012,1.752,02/11/2012,0.5
13/11/2012,0.257,13/11/2012,1.71,01/11/2012,0.5
12/11/2012,0.242,12/11/2012,1.718,31/10/2012,0.5
09/11/2012,0.247,09/11/2012,1.735,30/10/2012,0.5
08/11/2012,0.233,08/11/2012,1.773,29/10/2012,0.5
07/11/2012,0.227,07/11/2012,1.759,26/10/2012,0.5
06/11/2012,0.236,06/11/2012,1.816,25/10/2012,0.5
05/11/2012,0.23,05/11/2012,1.816,24/10/2012,0.5
02/11/2012,0.255,02/11/2012,1.855,23/10/2012,0.5
01/11/2012,0.268,01/11/2012,1.867,22/10/2012,0.5
31/10/2012,0.264,31/10/2012,1.852,19/10/2012,0.5
30/10/2012,0.258,30/10/2012,1.827,18/10/2012,0.5
29/10/2012,0.241,29/10/2012,1.799,17/10/2012,0.5
26/10/2012,0.248,26/10/2012,1.868,16/10/2012,0.5
25/10/2012,0.258,25/10/2012,1.914,15/10/2012,0.5
24/10/2012,0.242,24/10/2012,1.85,12/10/2012,0.5
23/10/2012,0.248,23/10/2012,1.825,11/10/2012,0.5
22/10/2012,0.26,22/10/2012,1.903,10/10/2012,0.5
19/10/2012,0.254,19/10/2012,1.88,09/10/2012,0.5
18/10/2012,0.269,18/10/2012,1.913,08/10/2012,0.5
17/10/2012,0.263,17/10/2012,1.916,05/10/2012,0.5
16/10/2012,0.252,16/10/2012,1.82,04/10/2012,0.5
15/10/2012,0.226,15/10/2012,1.759,03/10/2012,0.5
12/10/2012,0.205,12/10/2012,1.721,02/10/2012,0.5
11/10/2012,0.229,11/10/2012,1.783,01/10/2012,0.5
10/10/2012,0.221,10/10/2012,1.766,28/09/2012,0.5
09/10/2012,0.195,09/10/2012,1.727,27/09/2012,0.5
08/10/2012,0.199,08/10/2012,1.731,26/09/2012,0.5
05/10/2012,0.208,05/10/2012,1.77,25/09/2012,0.5
04/10/2012,0.186,04/10/2012,1.703,24/09/2012,0.5
03/10/2012,0.18,03/10/2012,1.687,21/09/2012,0.5
02/10/2012,0.196,02/10/2012,1.709,20/09/2012,0.5
01/10/2012,0.2,01/10/2012,1.737,19/09/2012,0.5
28/09/2012,0.19,28/09/2012,1.727,18/09/2012,0.5
27/09/2012,0.197,27/09/2012,1.731,17/09/2012,0.5
26/09/2012,0.194,26/09/2012,1.693,14/09/2012,0.5
25/09/2012,0.21,25/09/2012,1.819,13/09/2012,0.5
24/09/2012,0.214,24/09/2012,1.814,12/09/2012,0.5
21/09/2012,0.22,21/09/2012,1.834,11/09/2012,0.5
20/09/2012,0.222,20/09/2012,1.797,10/09/2012,0.5
19/09/2012,0.229,19/09/2012,1.844,07/09/2012,0.5
18/09/2012,0.225,18/09/2012,1.878,06/09/2012,0.5
17/09/2012,0.241,17/09/2012,1.925,05/09/2012,0.5
14/09/2012,0.269,14/09/2012,1.965,04/09/2012,0.5
13/09/2012,0.202,13/09/2012,1.815,03/09/2012,0.5
12/09/2012,0.21,12/09/2012,1.831,31/08/2012,0.5
11/09/2012,0.171,11/09/2012,1.738,30/08/2012,0.5
10/09/2012,0.152,10/09/2012,1.732,29/08/2012,0.5
07/09/2012,0.118,07/09/2012,1.684,28/08/2012,0.5
06/09/2012,0.139,06/09/2012,1.714,24/08/2012,0.5
05/09/2012,0.108,05/09/2012,1.644,23/08/2012,0.5
04/09/2012,0.079,04/09/2012,1.627,22/08/2012,0.5
03/09/2012,0.078,03/09/2012,1.65,21/08/2012,0.5
31/08/2012,0.077,31/08/2012,1.464,20/08/2012,0.5
30/08/2012,0.098,30/08/2012,1.452,17/08/2012,0.5
29/08/2012,0.134,29/08/2012,1.504,16/08/2012,0.5
28/08/2012,0.112,28/08/2012,1.489,15/08/2012,0.5
27/08/2012,0.139,27/08/2012,1.539,14/08/2012,0.5
24/08/2012,0.123,24/08/2012,1.528,13/08/2012,0.5
23/08/2012,0.156,23/08/2012,1.569,10/08/2012,0.5
22/08/2012,0.176,22/08/2012,1.633,09/08/2012,0.5
21/08/2012,0.202,21/08/2012,1.708,08/08/2012,0.5
20/08/2012,0.161,20/08/2012,1.664,07/08/2012,0.5
17/08/2012,0.155,17/08/2012,1.672,06/08/2012,0.5
16/08/2012,0.188,16/08/2012,1.694,03/08/2012,0.5
15/08/2012,0.188,15/08/2012,1.684,02/08/2012,0.5
14/08/2012,0.144,14/08/2012,1.603,01/08/2012,0.5
13/08/2012,0.132,13/08/2012,1.564,31/07/2012,0.5
10/08/2012,0.114,10/08/2012,1.542,30/07/2012,0.5
09/08/2012,0.15,09/08/2012,1.62,27/07/2012,0.5
08/08/2012,0.128,08/08/2012,1.567,26/07/2012,0.5
07/08/2012,0.117,07/08/2012,1.6,25/07/2012,0.5
06/08/2012,0.074,06/08/2012,1.496,24/07/2012,0.5
03/08/2012,0.111,03/08/2012,1.56,23/07/2012,0.5
02/08/2012,0.061,02/08/2012,1.439,20/07/2012,0.5
01/08/2012,0.095,01/08/2012,1.516,19/07/2012,0.5
31/07/2012,0.086,31/07/2012,1.47,18/07/2012,0.5
30/07/2012,0.108,30/07/2012,1.542,17/07/2012,0.5
27/07/2012,0.118,27/07/2012,1.537,16/07/2012,0.5
26/07/2012,0.092,26/07/2012,1.481,13/07/2012,0.5
25/07/2012,0.065,25/07/2012,1.459,12/07/2012,0.5
24/07/2012,0.081,24/07/2012,1.467,11/07/2012,0.5
23/07/2012,0.099,23/07/2012,1.472,10/07/2012,0.5
20/07/2012,0.118,20/07/2012,1.485,09/07/2012,0.5
19/07/2012,0.137,19/07/2012,1.524,06/07/2012,0.5
18/07/2012,0.159,18/07/2012,1.475,05/07/2012,0.5
17/07/2012,0.204,17/07/2012,1.504,04/07/2012,0.5
16/07/2012,0.21,16/07/2012,1.497,03/07/2012,0.5
13/07/2012,0.232,13/07/2012,1.549,02/07/2012,0.5
12/07/2012,0.215,12/07/2012,1.532,29/06/2012,0.5
11/07/2012,0.218,11/07/2012,1.565,28/06/2012,0.5
10/07/2012,0.224,10/07/2012,1.586,27/06/2012,0.5
09/07/2012,0.21,09/07/2012,1.582,26/06/2012,0.5
06/07/2012,0.198,06/07/2012,1.593,25/06/2012,0.5
05/07/2012,0.225,05/07/2012,1.655,22/06/2012,0.5
04/07/2012,0.281,04/07/2012,1.723,21/06/2012,0.5
03/07/2012,0.311,03/07/2012,1.758,20/06/2012,0.5
02/07/2012,0.27,02/07/2012,1.699,19/06/2012,0.5
29/06/2012,0.282,29/06/2012,1.734,18/06/2012,0.5
28/06/2012,0.268,28/06/2012,1.642,15/06/2012,0.5
27/06/2012,0.286,27/06/2012,1.688,14/06/2012,0.5
26/06/2012,0.286,26/06/2012,1.685,13/06/2012,0.5
25/06/2012,0.283,25/06/2012,1.672,12/06/2012,0.5
22/06/2012,0.315,22/06/2012,1.724,11/06/2012,0.5
21/06/2012,0.29,21/06/2012,1.699,08/06/2012,0.5
20/06/2012,0.307,20/06/2012,1.771,07/06/2012,0.5
19/06/2012,0.241,19/06/2012,1.718,06/06/2012,0.5
18/06/2012,0.244,18/06/2012,1.662,05/06/2012,0.5
15/06/2012,0.219,15/06/2012,1.666,04/06/2012,0.5
14/06/2012,0.285,14/06/2012,1.729,01/06/2012,0.5
13/06/2012,0.277,13/06/2012,1.75,31/05/2012,0.5
12/06/2012,0.271,12/06/2012,1.696,30/05/2012,0.5
11/06/2012,0.252,11/06/2012,1.652,29/05/2012,0.5
08/06/2012,0.235,08/06/2012,1.627,28/05/2012,0.5
07/06/2012,0.275,07/06/2012,1.716,25/05/2012,0.5
06/06/2012,0.286,06/06/2012,1.663,24/05/2012,0.5
05/06/2012,0.253,05/06/2012,1.525,23/05/2012,0.5
04/06/2012,0.261,04/06/2012,1.524,22/05/2012,0.5
01/06/2012,0.261,01/06/2012,1.534,21/05/2012,0.5
31/05/2012,0.235,31/05/2012,1.571,18/05/2012,0.5
30/05/2012,0.257,30/05/2012,1.648,17/05/2012,0.5
29/05/2012,0.285,29/05/2012,1.779,16/05/2012,0.5
28/05/2012,0.244,28/05/2012,1.762,15/05/2012,0.5
25/05/2012,0.23,25/05/2012,1.754,14/05/2012,0.5
24/05/2012,0.245,24/05/2012,1.777,11/05/2012,0.5
23/05/2012,0.261,23/05/2012,1.772,10/05/2012,0.5
22/05/2012,0.294,22/05/2012,1.871,09/05/2012,0.5
21/05/2012,0.297,21/05/2012,1.844,08/05/2012,0.5
18/05/2012,0.311,18/05/2012,1.825,04/05/2012,0.5
17/05/2012,0.333,17/05/2012,1.838,03/05/2012,0.5
16/05/2012,0.369,16/05/2012,1.878,02/05/2012,0.5
15/05/2012,0.393,15/05/2012,1.895,01/05/2012,0.5
14/05/2012,0.388,14/05/2012,1.877,30/04/2012,0.5
11/05/2012,0.404,11/05/2012,1.963,27/04/2012,0.5
10/05/2012,0.423,10/05/2012,1.987,26/04/2012,0.5
09/05/2012,0.401,09/05/2012,1.904,25/04/2012,0.5
08/05/2012,0.404,08/05/2012,1.937,24/04/2012,0.5
07/05/2012,0.415,07/05/2012,2.005,23/04/2012,0.5
04/05/2012,0.404,04/05/2012,1.996,20/04/2012,0.5
03/05/2012,0.415,03/05/2012,2.039,19/04/2012,0.5
02/05/2012,0.417,02/05/2012,2.048,18/04/2012,0.5
01/05/2012,0.444,01/05/2012,2.099,17/04/2012,0.5
30/04/2012,0.449,30/04/2012,2.113,16/04/2012,0.5
27/04/2012,0.425,27/04/2012,2.125,13/04/2012,0.5
26/04/2012,0.404,26/04/2012,2.099,12/04/2012,0.5
25/04/2012,0.428,25/04/2012,2.142,11/04/2012,0.5
24/04/2012,0.425,24/04/2012,2.097,10/04/2012,0.5
23/04/2012,0.456,23/04/2012,2.124,06/04/2012,0.5
20/04/2012,0.477,20/04/2012,2.176,05/04/2012,0.5
19/04/2012,0.459,19/04/2012,2.153,04/04/2012,0.5
18/04/2012,0.464,18/04/2012,2.133,03/04/2012,0.5
17/04/2012,0.43,17/04/2012,2.097,02/04/2012,0.5
16/04/2012,0.398,16/04/2012,2.031,30/03/2012,0.5
13/04/2012,0.391,13/04/2012,2.041,29/03/2012,0.5
12/04/2012,0.406,12/04/2012,2.085,28/03/2012,0.5
11/04/2012,0.411,11/04/2012,2.052,27/03/2012,0.5
10/04/2012,0.391,10/04/2012,2.01,26/03/2012,0.5
09/04/2012,0.419,09/04/2012,2.157,23/03/2012,0.5
06/04/2012,0.419,06/04/2012,2.157,22/03/2012,0.5
05/04/2012,0.419,05/04/2012,2.157,21/03/2012,0.5
04/04/2012,0.432,04/04/2012,2.212,20/03/2012,0.5
03/04/2012,0.419,03/04/2012,2.172,19/03/2012,0.5
02/04/2012,0.434,02/04/2012,2.225,16/03/2012,0.5
30/03/2012,0.419,30/03/2012,2.204,15/03/2012,0.5
29/03/2012,0.436,29/03/2012,2.2,14/03/2012,0.5
28/03/2012,0.431,28/03/2012,2.212,13/03/2012,0.5
27/03/2012,0.449,27/03/2012,2.262,12/03/2012,0.5
26/03/2012,0.487,26/03/2012,2.334,09/03/2012,0.5
23/03/2012,0.446,23/03/2012,2.274,08/03/2012,0.5
22/03/2012,0.456,22/03/2012,2.327,07/03/2012,0.5
21/03/2012,0.474,21/03/2012,2.372,06/03/2012,0.5
20/03/2012,0.471,20/03/2012,2.423,05/03/2012,0.5
19/03/2012,0.483,19/03/2012,2.43,02/03/2012,0.5
16/03/2012,0.481,16/03/2012,2.445,01/03/2012,0.5
15/03/2012,0.463,15/03/2012,2.371,29/02/2012,0.5
14/03/2012,0.51,14/03/2012,2.341,28/02/2012,0.5
13/03/2012,0.468,13/03/2012,2.172,27/02/2012,0.5
12/03/2012,0.431,12/03/2012,2.094,24/02/2012,0.5
09/03/2012,0.435,09/03/2012,2.154,23/02/2012,0.5
08/03/2012,0.435,08/03/2012,2.146,22/02/2012,0.5
07/03/2012,0.433,07/03/2012,2.138,21/02/2012,0.5
06/03/2012,0.423,06/03/2012,2.124,20/02/2012,0.5
05/03/2012,0.443,05/03/2012,2.187,17/02/2012,0.5
02/03/2012,0.389,02/03/2012,2.138,16/02/2012,0.5
01/03/2012,0.45,01/03/2012,2.216,15/02/2012,0.5
29/02/2012,0.413,29/02/2012,2.149,14/02/2012,0.5
28/02/2012,0.42,28/02/2012,2.016,13/02/2012,0.5
27/02/2012,0.401,27/02/2012,2.03,10/02/2012,0.5
24/02/2012,0.379,24/02/2012,2.069,09/02/2012,0.5
23/02/2012,0.394,23/02/2012,2.099,08/02/2012,0.5
22/02/2012,0.386,22/02/2012,2.107,07/02/2012,0.5
21/02/2012,0.447,21/02/2012,2.218,06/02/2012,0.5
20/02/2012,0.432,20/02/2012,2.225,03/02/2012,0.5
17/02/2012,0.432,17/02/2012,2.185,02/02/2012,0.5
16/02/2012,0.43,16/02/2012,2.137,01/02/2012,0.5
15/02/2012,0.401,15/02/2012,2.082,31/01/2012,0.5
14/02/2012,0.399,14/02/2012,2.092,30/01/2012,0.5
13/02/2012,0.392,13/02/2012,2.127,27/01/2012,0.5
10/02/2012,0.382,10/02/2012,2.112,26/01/2012,0.5
09/02/2012,0.422,09/02/2012,2.225,25/01/2012,0.5
08/02/2012,0.413,08/02/2012,2.191,24/01/2012,0.5
07/02/2012,0.46,07/02/2012,2.22,23/01/2012,0.5
06/02/2012,0.42,06/02/2012,2.158,20/01/2012,0.5
03/02/2012,0.418,03/02/2012,2.178,19/01/2012,0.5
02/02/2012,0.38,02/02/2012,2.092,18/01/2012,0.5
01/02/2012,0.399,01/02/2012,2.052,17/01/2012,0.5
31/01/2012,0.357,31/01/2012,1.97,16/01/2012,0.5
30/01/2012,0.359,30/01/2012,1.989,13/01/2012,0.5
27/01/2012,0.383,27/01/2012,2.068,12/01/2012,0.5
26/01/2012,0.378,26/01/2012,2.088,11/01/2012,0.5
25/01/2012,0.422,25/01/2012,2.157,09/01/2012,0.5
24/01/2012,0.445,24/01/2012,2.179,06/01/2012,0.5
23/01/2012,0.427,23/01/2012,2.163,05/01/2012,0.5
20/01/2012,0.408,20/01/2012,2.114,04/01/2012,0.5
19/01/2012,0.376,19/01/2012,2.052,03/01/2012,0.5
18/01/2012,0.427,18/01/2012,1.963,02/01/2012,0.5
17/01/2012,0.401,17/01/2012,1.963,30/12/2011,0.5
16/01/2012,0.39,16/01/2012,1.969,29/12/2011,0.5
13/01/2012,0.381,13/01/2012,1.969,28/12/2011,0.5
12/01/2012,0.397,12/01/2012,2.023,27/12/2011,0.5
11/01/2012,0.388,11/01/2012,2.005,23/12/2011,0.5
10/01/2012,0.431,10/01/2012,2.077,22/12/2011,0.5
09/01/2012,0.386,09/01/2012,2.005,21/12/2011,0.5
06/01/2012,0.402,06/01/2012,2.017,20/12/2011,0.5
05/01/2012,0.413,05/01/2012,2.052,19/12/2011,0.5
04/01/2012,0.402,04/01/2012,2.054,16/12/2011,0.5
03/01/2012,0.363,03/01/2012,2.033,15/12/2011,0.5
02/01/2012,0.33,02/01/2012,1.978,14/12/2011,0.5
30/12/2011,0.327,30/12/2011,1.977,13/12/2011,0.5
29/12/2011,0.301,29/12/2011,1.963,12/12/2011,0.5
28/12/2011,0.317,28/12/2011,2.011,09/12/2011,0.5
27/12/2011,0.341,27/12/2011,2.04,08/12/2011,0.5
26/12/2011,0.341,26/12/2011,2.038,07/12/2011,0.5
23/12/2011,0.341,23/12/2011,2.038,06/12/2011,0.5
22/12/2011,0.337,22/12/2011,2.049,05/12/2011,0.5
21/12/2011,0.377,21/12/2011,2.072,02/12/2011,0.5
20/12/2011,0.371,20/12/2011,2.095,01/12/2011,0.5
19/12/2011,0.322,19/12/2011,2.063,30/11/2011,0.5
16/12/2011,0.311,16/12/2011,2.043,29/11/2011,0.5
15/12/2011,0.364,15/12/2011,2.102,28/11/2011,0.5
14/12/2011,0.342,14/12/2011,2.093,25/11/2011,0.5
13/12/2011,0.371,13/12/2011,2.126,24/11/2011,0.5
12/12/2011,0.362,12/12/2011,2.102,23/11/2011,0.5
09/12/2011,0.393,09/12/2011,2.16,22/11/2011,0.5
08/12/2011,0.35,08/12/2011,2.119,21/11/2011,0.5
07/12/2011,0.381,07/12/2011,2.235,18/11/2011,0.5
06/12/2011,0.378,06/12/2011,2.249,17/11/2011,0.5
05/12/2011,0.398,05/12/2011,2.347,16/11/2011,0.5
02/12/2011,0.376,02/12/2011,2.29,15/11/2011,0.5
01/12/2011,0.375,01/12/2011,2.264,14/11/2011,0.5
30/11/2011,0.46,30/11/2011,2.312,11/11/2011,0.5
29/11/2011,0.423,29/11/2011,2.233,10/11/2011,0.5
28/11/2011,0.412,28/11/2011,2.272,09/11/2011,0.5
25/11/2011,0.455,25/11/2011,2.29,08/11/2011,0.5
24/11/2011,0.484,24/11/2011,2.16,07/11/2011,0.5
23/11/2011,0.481,23/11/2011,2.143,04/11/2011,0.5
22/11/2011,0.481,22/11/2011,2.174,03/11/2011,0.5
21/11/2011,0.49,21/11/2011,2.203,02/11/2011,0.5
18/11/2011,0.483,18/11/2011,2.253,01/11/2011,0.5
17/11/2011,0.5,17/11/2011,2.229,31/10/2011,0.5
16/11/2011,0.489,16/11/2011,2.156,28/10/2011,0.5
15/11/2011,0.497,15/11/2011,2.151,27/10/2011,0.5
14/11/2011,0.494,14/11/2011,2.18,26/10/2011,0.5
11/11/2011,0.539,11/11/2011,2.289,25/10/2011,0.5
10/11/2011,0.545,10/11/2011,2.229,24/10/2011,0.5
09/11/2011,0.516,09/11/2011,2.177,21/10/2011,0.5
08/11/2011,0.52,08/11/2011,2.267,20/10/2011,0.5
07/11/2011,0.517,07/11/2011,2.264,19/10/2011,0.5
04/11/2011,0.533,04/11/2011,2.308,18/10/2011,0.5
03/11/2011,0.552,03/11/2011,2.378,17/10/2011,0.5
02/11/2011,0.549,02/11/2011,2.288,14/10/2011,0.5
01/11/2011,0.525,01/11/2011,2.211,13/10/2011,0.5
31/10/2011,0.529,31/10/2011,2.437,12/10/2011,0.5
28/10/2011,0.551,28/10/2011,2.607,11/10/2011,0.5
27/10/2011,0.595,27/10/2011,2.621,10/10/2011,0.5
26/10/2011,0.578,26/10/2011,2.47,07/10/2011,0.5
25/10/2011,0.578,25/10/2011,2.511,06/10/2011,0.5
24/10/2011,0.59,24/10/2011,2.557,05/10/2011,0.5
21/10/2011,0.576,21/10/2011,2.531,04/10/2011,0.5
20/10/2011,0.581,20/10/2011,2.454,03/10/2011,0.5
19/10/2011,0.595,19/10/2011,2.47,30/09/2011,0.5
18/10/2011,0.585,18/10/2011,2.434,29/09/2011,0.5
17/10/2011,0.6,17/10/2011,2.53,28/09/2011,0.5
14/10/2011,0.621,14/10/2011,2.607,27/09/2011,0.5
13/10/2011,0.605,13/10/2011,2.559,26/09/2011,0.5
12/10/2011,0.626,12/10/2011,2.642,23/09/2011,0.5
11/10/2011,0.633,11/10/2011,2.587,22/09/2011,0.5
10/10/2011,0.654,10/10/2011,2.586,21/09/2011,0.5
07/10/2011,0.624,07/10/2011,2.47,20/09/2011,0.5
06/10/2011,0.618,06/10/2011,2.394,19/09/2011,0.5
05/10/2011,0.584,05/10/2011,2.356,16/09/2011,0.5
04/10/2011,0.585,04/10/2011,2.248,15/09/2011,0.5
03/10/2011,0.575,03/10/2011,2.347,14/09/2011,0.5
30/09/2011,0.579,30/09/2011,2.43,13/09/2011,0.5
29/09/2011,0.58,29/09/2011,2.53,12/09/2011,0.5
28/09/2011,0.594,28/09/2011,2.554,09/09/2011,0.5
27/09/2011,0.564,27/09/2011,2.539,08/09/2011,0.5
26/09/2011,0.562,26/09/2011,2.43,07/09/2011,0.5
23/09/2011,0.532,23/09/2011,2.365,05/09/2011,0.5
22/09/2011,0.53,22/09/2011,2.316,02/09/2011,0.5
21/09/2011,0.534,21/09/2011,2.413,01/09/2011,0.5
20/09/2011,0.535,20/09/2011,2.388,31/08/2011,0.5
19/09/2011,0.539,19/09/2011,2.394,30/08/2011,0.5
16/09/2011,0.536,16/09/2011,2.484,26/08/2011,0.5
15/09/2011,0.544,15/09/2011,2.521,25/08/2011,0.5
14/09/2011,0.571,14/09/2011,2.444,24/08/2011,0.5
13/09/2011,0.558,13/09/2011,2.411,23/08/2011,0.5
12/09/2011,0.529,12/09/2011,2.188,22/08/2011,0.5
09/09/2011,0.526,09/09/2011,2.26,19/08/2011,0.5
08/09/2011,0.554,08/09/2011,2.35,18/08/2011,0.5
07/09/2011,0.58,07/09/2011,2.341,17/08/2011,0.5
06/09/2011,0.577,06/09/2011,2.293,16/08/2011,0.5
05/09/2011,0.533,05/09/2011,2.285,15/08/2011,0.5
02/09/2011,0.552,02/09/2011,2.441,12/08/2011,0.5
01/09/2011,0.563,01/09/2011,2.54,11/08/2011,0.5
31/08/2011,0.602,31/08/2011,2.603,10/08/2011,0.5
30/08/2011,0.555,30/08/2011,2.503,09/08/2011,0.5
29/08/2011,0.593,29/08/2011,2.483,08/08/2011,0.5
26/08/2011,0.596,26/08/2011,2.499,05/08/2011,0.5
25/08/2011,0.572,25/08/2011,2.461,04/08/2011,0.5
24/08/2011,0.598,24/08/2011,2.476,03/08/2011,0.5
23/08/2011,0.588,23/08/2011,2.394,02/08/2011,0.5
22/08/2011,0.573,22/08/2011,2.385,01/08/2011,0.5
19/08/2011,0.595,19/08/2011,2.387,29/07/2011,0.5
18/08/2011,0.578,18/08/2011,2.313,28/07/2011,0.5
17/08/2011,0.59,17/08/2011,2.432,27/07/2011,0.5
16/08/2011,0.656,16/08/2011,2.559,26/07/2011,0.5
15/08/2011,0.675,15/08/2011,2.535,25/07/2011,0.5
12/08/2011,0.647,12/08/2011,2.533,22/07/2011,0.5
11/08/2011,0.635,11/08/2011,2.545,21/07/2011,0.5
10/08/2011,0.543,10/08/2011,2.482,20/07/2011,0.5
09/08/2011,0.608,09/08/2011,2.713,19/07/2011,0.5
08/08/2011,0.581,08/08/2011,2.641,18/07/2011,0.5
05/08/2011,0.551,05/08/2011,2.687,15/07/2011,0.5
04/08/2011,0.603,04/08/2011,2.682,14/07/2011,0.5
03/08/2011,0.628,03/08/2011,2.74,13/07/2011,0.5
02/08/2011,0.625,02/08/2011,2.766,12/07/2011,0.5
01/08/2011,0.616,01/08/2011,2.804,11/07/2011,0.5
29/07/2011,0.632,29/07/2011,2.859,08/07/2011,0.5
28/07/2011,0.668,28/07/2011,2.965,07/07/2011,0.5
27/07/2011,0.681,27/07/2011,2.982,06/07/2011,0.5
26/07/2011,0.708,26/07/2011,3.071,05/07/2011,0.5
25/07/2011,0.708,25/07/2011,3.049,04/07/2011,0.5
22/07/2011,0.708,22/07/2011,3.107,01/07/2011,0.5
21/07/2011,0.753,21/07/2011,3.175,30/06/2011,0.5
20/07/2011,0.717,20/07/2011,3.074,29/06/2011,0.5
19/07/2011,0.699,19/07/2011,3.046,28/06/2011,0.5
18/07/2011,0.697,18/07/2011,3.026,27/06/2011,0.5
15/07/2011,0.7,15/07/2011,3.077,24/06/2011,0.5
14/07/2011,0.715,14/07/2011,3.107,23/06/2011,0.5
13/07/2011,0.712,13/07/2011,3.12,22/06/2011,0.5
12/07/2011,0.706,12/07/2011,3.091,21/06/2011,0.5
11/07/2011,0.718,11/07/2011,3.088,20/06/2011,0.5
08/07/2011,0.759,08/07/2011,3.193,17/06/2011,0.5
07/07/2011,0.805,07/07/2011,3.298,16/06/2011,0.5
06/07/2011,0.794,06/07/2011,3.246,15/06/2011,0.5
05/07/2011,0.811,05/07/2011,3.322,14/06/2011,0.5
04/07/2011,0.82,04/07/2011,3.363,13/06/2011,0.5
01/07/2011,0.822,01/07/2011,3.386,10/06/2011,0.5
30/06/2011,0.828,30/06/2011,3.38,09/06/2011,0.5
29/06/2011,0.808,29/06/2011,3.326,08/06/2011,0.5
28/06/2011,0.793,28/06/2011,3.262,07/06/2011,0.5
27/06/2011,0.733,27/06/2011,3.16,06/06/2011,0.5
24/06/2011,0.699,24/06/2011,3.132,03/06/2011,0.5
23/06/2011,0.716,23/06/2011,3.153,02/06/2011,0.5
22/06/2011,0.759,22/06/2011,3.194,01/06/2011,0.5
21/06/2011,0.796,21/06/2011,3.222,31/05/2011,0.5
20/06/2011,0.796,20/06/2011,3.223,30/05/2011,0.5
17/06/2011,0.77,17/06/2011,3.198,27/05/2011,0.5
16/06/2011,0.745,16/06/2011,3.18,26/05/2011,0.5
15/06/2011,0.784,15/06/2011,3.236,25/05/2011,0.5
14/06/2011,0.849,14/06/2011,3.294,24/05/2011,0.5
13/06/2011,0.843,13/06/2011,3.253,23/05/2011,0.5
10/06/2011,0.815,10/06/2011,3.224,20/05/2011,0.5
09/06/2011,0.859,09/06/2011,3.272,19/05/2011,0.5
08/06/2011,0.853,08/06/2011,3.288,18/05/2011,0.5
07/06/2011,0.889,07/06/2011,3.334,17/05/2011,0.5
06/06/2011,0.878,06/06/2011,3.27,16/05/2011,0.5
03/06/2011,0.903,03/06/2011,3.286,13/05/2011,0.5
02/06/2011,0.869,02/06/2011,3.246,12/05/2011,0.5
01/06/2011,0.88,01/06/2011,3.251,11/05/2011,0.5
31/05/2011,0.921,31/05/2011,3.292,10/05/2011,0.5
30/05/2011,0.962,30/05/2011,3.273,09/05/2011,0.5
27/05/2011,0.918,27/05/2011,3.294,06/05/2011,0.5
26/05/2011,0.933,26/05/2011,3.315,05/05/2011,0.5
25/05/2011,0.93,25/05/2011,3.325,04/05/2011,0.5
24/05/2011,0.941,24/05/2011,3.34,03/05/2011,0.5
23/05/2011,0.933,23/05/2011,3.304,02/05/2011,0.5
