Date,2y,Date,10y,Date,BankRate
02/08/2016,0.21,02/08/2016,0.815,02/08/2016,0.5
01/08/2016,0.164,01/08/2016,0.73,01/08/2016,0.5
29/07/2016,0.11,29/07/2016,0.685,29/07/2016,0.5
28/07/2016,0.123,28/07/2016,0.713,28/07/2016,0.5
27/07/2016,0.134,27/07/2016,0.738,27/07/2016,0.5
26/07/2016,0.168,26/07/2016,0.822,26/07/2016,0.5
25/07/2016,0.137,25/07/2016,0.81,25/07/2016,0.5
22/07/2016,0.131,22/07/2016,0.798,22/07/2016,0.5
21/07/2016,0.165,21/07/2016,0.834,21/07/2016,0.5
20/07/2016,0.179,20/07/2016,0.835,20/07/2016,0.5
19/07/2016,0.171,19/07/2016,0.801,19/07/2016,0.5
18/07/2016,0.17,18/07/2016,0.824,18/07/2016,0.5
15/07/2016,0.166,15/07/2016,0.834,15/07/2016,0.5
14/07/2016,0.141,14/07/2016,0.794,14/07/2016,0.5
13/07/2016,0.116,13/07/2016,0.745,13/07/2016,0.5
12/07/2016,0.186,12/07/2016,0.828,12/07/2016,0.5
11/07/2016,0.155,11/07/2016,0.758,11/07/2016,0.5
08/07/2016,0.123,08/07/2016,0.735,08/07/2016,0.5
07/07/2016,0.142,07/07/2016,0.781,07/07/2016,0.5
06/07/2016,0.134,06/07/2016,0.765,06/07/2016,0.5
05/07/2016,0.118,05/07/2016,0.771,05/07/2016,0.5
04/07/2016,0.144,04/07/2016,0.833,04/07/2016,0.5
01/07/2016,0.16,01/07/2016,0.863,01/07/2016,0.5
30/06/2016,0.099,30/06/2016,0.867,30/06/2016,0.5
29/06/2016,0.204,29/06/2016,0.949,29/06/2016,0.5
28/06/2016,0.191,28/06/2016,0.961,28/06/2016,0.5
27/06/2016,0.151,27/06/2016,0.934,27/06/2016,0.5
24/06/2016,0.273,24/06/2016,1.086,24/06/2016,0.5
23/06/2016,0.523,23/06/2016,1.373,23/06/2016,0.5
22/06/2016,0.488,22/06/2016,1.313,22/06/2016,0.5
21/06/2016,0.501,21/06/2016,1.287,21/06/2016,0.5
20/06/2016,0.466,20/06/2016,1.238,20/06/2016,0.5
17/06/2016,0.388,17/06/2016,1.144,17/06/2016,0.5
16/06/2016,0.344,16/06/2016,1.11,16/06/2016,0.5
15/06/2016,0.336,15/06/2016,1.12,15/06/2016,0.5
14/06/2016,0.356,14/06/2016,1.144,14/06/2016,0.5
13/06/2016,0.378,13/06/2016,1.209,13/06/2016,0.5
10/06/2016,0.394,10/06/2016,1.232,10/06/2016,0.5
09/06/2016,0.381,09/06/2016,1.243,09/06/2016,0.5
08/06/2016,0.379,08/06/2016,1.253,08/06/2016,0.5
07/06/2016,0.362,07/06/2016,1.267,07/06/2016,0.5
06/06/2016,0.337,06/06/2016,1.28,06/06/2016,0.5
03/06/2016,0.338,03/06/2016,1.276,03/06/2016,0.5
02/06/2016,0.377,02/06/2016,1.344,02/06/2016,0.5
01/06/2016,0.406,01/06/2016,1.373,01/06/2016,0.5
31/05/2016,0.432,31/05/2016,1.429,31/05/2016,0.5
30/05/2016,0.459,30/05/2016,1.436,30/05/2016,0.5
27/05/2016,0.459,27/05/2016,1.436,27/05/2016,0.5
26/05/2016,0.444,26/05/2016,1.415,26/05/2016,0.5
25/05/2016,0.478,25/05/2016,1.456,25/05/2016,0.5
24/05/2016,0.481,24/05/2016,1.472,24/05/2016,0.5
23/05/2016,0.445,23/05/2016,1.449,23/05/2016,0.5
20/05/2016,0.441,20/05/2016,1.452,20/05/2016,0.5
19/05/2016,0.435,19/05/2016,1.439,19/05/2016,0.5
18/05/2016,0.425,18/05/2016,1.438,18/05/2016,0.5
17/05/2016,0.378,17/05/2016,1.37,17/05/2016,0.5
16/05/2016,0.381,16/05/2016,1.395,16/05/2016,0.5
13/05/2016,0.373,13/05/2016,1.376,13/05/2016,0.5
12/05/2016,0.386,12/05/2016,1.404,12/05/2016,0.5
11/05/2016,0.375,11/05/2016,1.392,11/05/2016,0.5
10/05/2016,0.381,10/05/2016,1.404,10/05/2016,0.5
09/05/2016,0.396,09/05/2016,1.411,09/05/2016,0.5
06/05/2016,0.406,06/05/2016,1.418,06/05/2016,0.5
05/05/2016,0.42,05/05/2016,1.465,05/05/2016,0.5
04/05/2016,0.459,04/05/2016,1.526,04/05/2016,0.5
03/05/2016,0.483,03/05/2016,1.528,03/05/2016,0.5
02/05/2016,0.528,02/05/2016,1.596,02/05/2016,0.5
29/04/2016,0.528,29/04/2016,1.596,29/04/2016,0.5
28/04/2016,0.536,28/04/2016,1.608,28/04/2016,0.5
27/04/2016,0.542,27/04/2016,1.627,27/04/2016,0.5
26/04/2016,0.552,26/04/2016,1.66,26/04/2016,0.5
25/04/2016,0.526,25/04/2016,1.608,25/04/2016,0.5
22/04/2016,0.504,22/04/2016,1.6,22/04/2016,0.5
21/04/2016,0.509,21/04/2016,1.591,21/04/2016,0.5
20/04/2016,0.464,20/04/2016,1.482,20/04/2016,0.5
19/04/2016,0.465,19/04/2016,1.508,19/04/2016,0.5
18/04/2016,0.466,18/04/2016,1.478,18/04/2016,0.5
15/04/2016,0.433,15/04/2016,1.414,15/04/2016,0.5
14/04/2016,0.447,14/04/2016,1.45,14/04/2016,0.5
13/04/2016,0.429,13/04/2016,1.423,13/04/2016,0.5
12/04/2016,0.438,12/04/2016,1.442,12/04/2016,0.5
11/04/2016,0.404,11/04/2016,1.394,11/04/2016,0.5
08/04/2016,0.384,08/04/2016,1.363,08/04/2016,0.5
07/04/2016,0.361,07/04/2016,1.328,07/04/2016,0.5
06/04/2016,0.383,06/04/2016,1.381,06/04/2016,0.5
05/04/2016,0.402,05/04/2016,1.375,05/04/2016,0.5
04/04/2016,0.431,04/04/2016,1.429,04/04/2016,0.5
01/04/2016,0.419,01/04/2016,1.409,01/04/2016,0.5
31/03/2016,0.441,31/03/2016,1.415,31/03/2016,0.5
30/03/2016,0.468,30/03/2016,1.434,30/03/2016,0.5
29/03/2016,0.458,29/03/2016,1.411,29/03/2016,0.5
28/03/2016,0.483,28/03/2016,1.453,28/03/2016,0.5
25/03/2016,0.483,25/03/2016,1.453,25/03/2016,0.5
24/03/2016,0.483,24/03/2016,1.453,24/03/2016,0.5
23/03/2016,0.459,23/03/2016,1.449,23/03/2016,0.5
22/03/2016,0.471,22/03/2016,1.456,22/03/2016,0.5
21/03/2016,0.491,21/03/2016,1.477,21/03/2016,0.5
18/03/2016,0.468,18/03/2016,1.448,18/03/2016,0.5
17/03/2016,0.475,17/03/2016,1.455,17/03/2016,0.5
16/03/2016,0.51,16/03/2016,1.523,16/03/2016,0.5
15/03/2016,0.528,15/03/2016,1.537,15/03/2016,0.5
14/03/2016,0.544,14/03/2016,1.551,14/03/2016,0.5
11/03/2016,0.557,11/03/2016,1.575,11/03/2016,0.5
10/03/2016,0.526,10/03/2016,1.539,10/03/2016,0.5
09/03/2016,0.464,09/03/2016,1.47,09/03/2016,0.5
08/03/2016,0.437,08/03/2016,1.385,08/03/2016,0.5
07/03/2016,0.47,07/03/2016,1.48,07/03/2016,0.5
04/03/2016,0.47,04/03/2016,1.484,04/03/2016,0.5
03/03/2016,0.436,03/03/2016,1.431,03/03/2016,0.5
02/03/2016,0.451,02/03/2016,1.462,02/03/2016,0.5
01/03/2016,0.423,01/03/2016,1.397,01/03/2016,0.5
29/02/2016,0.378,29/02/2016,1.337,29/02/2016,0.5
26/02/2016,0.33,26/02/2016,1.399,26/02/2016,0.5
25/02/2016,0.314,25/02/2016,1.364,25/02/2016,0.5
24/02/2016,0.331,24/02/2016,1.361,24/02/2016,0.5
23/02/2016,0.352,23/02/2016,1.434,23/02/2016,0.5
22/02/2016,0.34,22/02/2016,1.394,22/02/2016,0.5
19/02/2016,0.364,19/02/2016,1.414,19/02/2016,0.5
18/02/2016,0.37,18/02/2016,1.445,18/02/2016,0.5
17/02/2016,0.368,17/02/2016,1.481,17/02/2016,0.5
16/02/2016,0.363,16/02/2016,1.44,16/02/2016,0.5
15/02/2016,0.374,15/02/2016,1.43,15/02/2016,0.5
12/02/2016,0.378,12/02/2016,1.414,12/02/2016,0.5
11/02/2016,0.311,11/02/2016,1.304,11/02/2016,0.5
10/02/2016,0.344,10/02/2016,1.413,10/02/2016,0.5
09/02/2016,0.323,09/02/2016,1.412,09/02/2016,0.5
08/02/2016,0.318,08/02/2016,1.412,08/02/2016,0.5
05/02/2016,0.367,05/02/2016,1.559,05/02/2016,0.5
04/02/2016,0.36,04/02/2016,1.566,04/02/2016,0.5
03/02/2016,0.365,03/02/2016,1.532,03/02/2016,0.5
02/02/2016,0.378,02/02/2016,1.542,02/02/2016,0.5
01/02/2016,0.398,01/02/2016,1.621,01/02/2016,0.5
29/01/2016,0.337,29/01/2016,1.56,29/01/2016,0.5
28/01/2016,0.402,28/01/2016,1.67,28/01/2016,0.5
27/01/2016,0.425,27/01/2016,1.71,27/01/2016,0.5
26/01/2016,0.417,26/01/2016,1.693,26/01/2016,0.5
25/01/2016,0.414,25/01/2016,1.687,25/01/2016,0.5
22/01/2016,0.434,22/01/2016,1.711,22/01/2016,0.5
21/01/2016,0.428,21/01/2016,1.67,21/01/2016,0.5
20/01/2016,0.422,20/01/2016,1.622,20/01/2016,0.5
19/01/2016,0.46,19/01/2016,1.699,19/01/2016,0.5
18/01/2016,0.461,18/01/2016,1.692,18/01/2016,0.5
15/01/2016,0.438,15/01/2016,1.662,15/01/2016,0.5
14/01/2016,0.489,14/01/2016,1.731,14/01/2016,0.5
13/01/2016,0.493,13/01/2016,1.741,13/01/2016,0.5
12/01/2016,0.494,12/01/2016,1.747,12/01/2016,0.5
11/01/2016,0.519,11/01/2016,1.777,11/01/2016,0.5
08/01/2016,0.514,08/01/2016,1.77,08/01/2016,0.5
07/01/2016,0.525,07/01/2016,1.803,07/01/2016,0.5
06/01/2016,0.52,06/01/2016,1.793,06/01/2016,0.5
05/01/2016,0.568,05/01/2016,1.874,05/01/2016,0.5
04/01/2016,0.587,04/01/2016,1.876,04/01/2016,0.5
01/01/2016,0.651,01/01/2016,1.96,01/01/2016,0.5
31/12/2015,0.651,31/12/2015,1.96,31/12/2015,0.5
30/12/2015,0.674,30/12/2015,1.988,30/12/2015,0.5
29/12/2015,0.627,29/12/2015,1.901,29/12/2015,0.5
28/12/2015,0.621,28/12/2015,1.92,28/12/2015,0.5
25/12/2015,0.621,25/12/2015,1.92,25/12/2015,0.5
24/12/2015,0.621,24/12/2015,1.92,24/12/2015,0.5
23/12/2015,0.627,23/12/2015,1.938,23/12/2015,0.5
22/12/2015,0.613,22/12/2015,1.875,22/12/2015,0.5
21/12/2015,0.588,21/12/2015,1.816,21/12/2015,0.5
18/12/2015,0.591,18/12/2015,1.831,18/12/2015,0.5
17/12/2015,0.599,17/12/2015,1.85,17/12/2015,0.5
16/12/2015,0.632,16/12/2015,1.946,16/12/2015,0.5
15/12/2015,0.632,15/12/2015,1.938,15/12/2015,0.5
14/12/2015,0.598,14/12/2015,1.84,14/12/2015,0.5
11/12/2015,0.575,11/12/2015,1.813,11/12/2015,0.5
10/12/2015,0.609,10/12/2015,1.866,10/12/2015,0.5
09/12/2015,0.607,09/12/2015,1.876,09/12/2015,0.5
08/12/2015,0.59,08/12/2015,1.822,08/12/2015,0.5
07/12/2015,0.574,07/12/2015,1.803,07/12/2015,0.5
04/12/2015,0.643,04/12/2015,1.921,04/12/2015,0.5
03/12/2015,0.656,03/12/2015,1.883,03/12/2015,0.5
02/12/2015,0.571,02/12/2015,1.753,02/12/2015,0.5
01/12/2015,0.569,01/12/2015,1.761,01/12/2015,0.5
30/11/2015,0.604,30/11/2015,1.825,30/11/2015,0.5
27/11/2015,0.599,27/11/2015,1.816,27/11/2015,0.5
26/11/2015,0.609,26/11/2015,1.841,26/11/2015,0.5
25/11/2015,0.632,25/11/2015,1.884,25/11/2015,0.5
24/11/2015,0.613,24/11/2015,1.868,24/11/2015,0.5
23/11/2015,0.611,23/11/2015,1.877,23/11/2015,0.5
20/11/2015,0.614,20/11/2015,1.874,20/11/2015,0.5
19/11/2015,0.624,19/11/2015,1.884,19/11/2015,0.5
18/11/2015,0.644,18/11/2015,1.923,18/11/2015,0.5
17/11/2015,0.662,17/11/2015,1.976,17/11/2015,0.5
16/11/2015,0.632,16/11/2015,1.939,16/11/2015,0.5
13/11/2015,0.674,13/11/2015,1.98,13/11/2015,0.5
12/11/2015,0.697,12/11/2015,2.008,12/11/2015,0.5
11/11/2015,0.728,11/11/2015,2.051,11/11/2015,0.5
10/11/2015,0.704,10/11/2015,2.026,10/11/2015,0.5
09/11/2015,0.712,09/11/2015,2.035,09/11/2015,0.5
06/11/2015,0.743,06/11/2015,2.038,06/11/2015,0.5
05/11/2015,0.681,05/11/2015,1.967,05/11/2015,0.5
04/11/2015,0.712,04/11/2015,1.994,04/11/2015,0.5
03/11/2015,0.693,03/11/2015,1.979,03/11/2015,0.5
02/11/2015,0.639,02/11/2015,1.935,02/11/2015,0.5
30/10/2015,0.626,30/10/2015,1.922,30/10/2015,0.5
29/10/2015,0.628,29/10/2015,1.921,29/10/2015,0.5
28/10/2015,0.539,28/10/2015,1.796,28/10/2015,0.5
27/10/2015,0.521,27/10/2015,1.763,27/10/2015,0.5
26/10/2015,0.551,26/10/2015,1.83,26/10/2015,0.5
23/10/2015,0.568,23/10/2015,1.861,23/10/2015,0.5
22/10/2015,0.527,22/10/2015,1.799,22/10/2015,0.5
21/10/2015,0.531,21/10/2015,1.797,21/10/2015,0.5
20/10/2015,0.569,20/10/2015,1.855,20/10/2015,0.5
19/10/2015,0.556,19/10/2015,1.822,19/10/2015,0.5
16/10/2015,0.546,16/10/2015,1.801,16/10/2015,0.5
15/10/2015,0.519,15/10/2015,1.766,15/10/2015,0.5
14/10/2015,0.517,14/10/2015,1.757,14/10/2015,0.5
13/10/2015,0.568,13/10/2015,1.828,13/10/2015,0.5
12/10/2015,0.568,12/10/2015,1.818,12/10/2015,0.5
09/10/2015,0.606,09/10/2015,1.862,09/10/2015,0.5
08/10/2015,0.586,08/10/2015,1.815,08/10/2015,0.5
07/10/2015,0.6,07/10/2015,1.826,07/10/2015,0.5
06/10/2015,0.58,06/10/2015,1.798,06/10/2015,0.5
05/10/2015,0.58,05/10/2015,1.785,05/10/2015,0.5
02/10/2015,0.539,02/10/2015,1.701,02/10/2015,0.5
01/10/2015,0.562,01/10/2015,1.742,01/10/2015,0.5
30/09/2015,0.563,30/09/2015,1.762,30/09/2015,0.5
29/09/2015,0.568,29/09/2015,1.756,29/09/2015,0.5
28/09/2015,0.569,28/09/2015,1.771,28/09/2015,0.5
25/09/2015,0.611,25/09/2015,1.84,25/09/2015,0.5
24/09/2015,0.556,24/09/2015,1.755,24/09/2015,0.5
23/09/2015,0.582,23/09/2015,1.796,23/09/2015,0.5
22/09/2015,0.57,22/09/2015,1.784,22/09/2015,0.5
21/09/2015,0.632,21/09/2015,1.884,21/09/2015,0.5
18/09/2015,0.599,18/09/2015,1.83,18/09/2015,0.5
17/09/2015,0.695,17/09/2015,1.955,17/09/2015,0.5
16/09/2015,0.675,16/09/2015,1.942,16/09/2015,0.5
15/09/2015,0.643,15/09/2015,1.911,15/09/2015,0.5
14/09/2015,0.61,14/09/2015,1.852,14/09/2015,0.5
11/09/2015,0.601,11/09/2015,1.829,11/09/2015,0.5
10/09/2015,0.638,10/09/2015,1.873,10/09/2015,0.5
09/09/2015,0.631,09/09/2015,1.868,09/09/2015,0.5
08/09/2015,0.619,08/09/2015,1.839,08/09/2015,0.5
07/09/2015,0.601,07/09/2015,1.806,07/09/2015,0.5
04/09/2015,0.612,04/09/2015,1.826,04/09/2015,0.5
03/09/2015,0.654,03/09/2015,1.903,03/09/2015,0.5
02/09/2015,0.669,02/09/2015,1.925,02/09/2015,0.5
01/09/2015,0.684,01/09/2015,1.933,01/09/2015,0.5
31/08/2015,0.687,31/08/2015,1.962,31/08/2015,0.5
28/08/2015,0.687,28/08/2015,1.962,28/08/2015,0.5
27/08/2015,0.687,27/08/2015,1.979,27/08/2015,0.5
26/08/2015,0.687,26/08/2015,1.955,26/08/2015,0.5
25/08/2015,0.695,25/08/2015,1.906,25/08/2015,0.5
24/08/2015,0.643,24/08/2015,1.817,24/08/2015,0.5
21/08/2015,0.496,21/08/2015,1.691,21/08/2015,0.5
20/08/2015,0.531,20/08/2015,1.763,20/08/2015,0.5
19/08/2015,0.547,19/08/2015,1.834,19/08/2015,0.5
18/08/2015,0.588,18/08/2015,1.875,18/08/2015,0.5
17/08/2015,0.545,17/08/2015,1.817,17/08/2015,0.5
14/08/2015,0.579,14/08/2015,1.877,14/08/2015,0.5
13/08/2015,0.561,13/08/2015,1.84,13/08/2015,0.5
12/08/2015,0.556,12/08/2015,1.794,12/08/2015,0.5
11/08/2015,0.572,11/08/2015,1.818,11/08/2015,0.5
10/08/2015,0.626,10/08/2015,1.922,10/08/2015,0.5
07/08/2015,0.587,07/08/2015,1.848,07/08/2015,0.5
06/08/2015,0.607,06/08/2015,1.923,06/08/2015,0.5
05/08/2015,0.65,05/08/2015,1.976,05/08/2015,0.5
04/08/2015,0.574,04/08/2015,1.873,04/08/2015,0.5
03/08/2015,0.572,03/08/2015,1.867,03/08/2015,0.5
31/07/2015,0.568,31/07/2015,1.882,31/07/2015,0.5
30/07/2015,0.625,30/07/2015,1.966,30/07/2015,0.5
29/07/2015,0.613,29/07/2015,1.978,29/07/2015,0.5
28/07/2015,0.595,28/07/2015,1.936,28/07/2015,0.5
27/07/2015,0.611,27/07/2015,1.936,27/07/2015,0.5
24/07/2015,0.616,24/07/2015,1.934,24/07/2015,0.5
23/07/2015,0.646,23/07/2015,2.009,23/07/2015,0.5
22/07/2015,0.648,22/07/2015,2.03,22/07/2015,0.5
21/07/2015,0.64,21/07/2015,2.086,21/07/2015,0.5
20/07/2015,0.625,20/07/2015,2.061,20/07/2015,0.5
17/07/2015,0.634,17/07/2015,2.078,17/07/2015,0.5
16/07/2015,0.613,16/07/2015,2.076,16/07/2015,0.5
15/07/2015,0.619,15/07/2015,2.116,15/07/2015,0.5
14/07/2015,0.601,14/07/2015,2.123,14/07/2015,0.5
13/07/2015,0.593,13/07/2015,2.119,13/07/2015,0.5
10/07/2015,0.576,10/07/2015,2.08,10/07/2015,0.5
09/07/2015,0.533,09/07/2015,1.953,09/07/2015,0.5
08/07/2015,0.503,08/07/2015,1.892,08/07/2015,0.5
07/07/2015,0.502,07/07/2015,1.833,07/07/2015,0.5
06/07/2015,0.566,06/07/2015,2.005,06/07/2015,0.5
03/07/2015,0.565,03/07/2015,1.997,03/07/2015,0.5
02/07/2015,0.596,02/07/2015,2.079,02/07/2015,0.5
01/07/2015,0.614,01/07/2015,2.105,01/07/2015,0.5
30/06/2015,0.562,30/06/2015,2.024,30/06/2015,0.5
29/06/2015,0.599,29/06/2015,2.074,29/06/2015,0.5
26/06/2015,0.684,26/06/2015,2.187,26/06/2015,0.5
25/06/2015,0.677,25/06/2015,2.144,25/06/2015,0.5
24/06/2015,0.65,24/06/2015,2.132,24/06/2015,0.5
23/06/2015,0.617,23/06/2015,2.109,23/06/2015,0.5
22/06/2015,0.604,22/06/2015,2.098,22/06/2015,0.5
19/06/2015,0.568,19/06/2015,2.005,19/06/2015,0.5
18/06/2015,0.586,18/06/2015,2.041,18/06/2015,0.5
17/06/2015,0.601,17/06/2015,2.061,17/06/2015,0.5
16/06/2015,0.534,16/06/2015,1.988,16/06/2015,0.5
15/06/2015,0.549,15/06/2015,2.023,15/06/2015,0.5
12/06/2015,0.535,12/06/2015,1.988,12/06/2015,0.5
11/06/2015,0.529,11/06/2015,2.047,11/06/2015,0.5
10/06/2015,0.574,10/06/2015,2.128,10/06/2015,0.5
09/06/2015,0.564,09/06/2015,2.098,09/06/2015,0.5
08/06/2015,0.541,08/06/2015,2.045,08/06/2015,0.5
05/06/2015,0.571,05/06/2015,2.079,05/06/2015,0.5
04/06/2015,0.568,04/06/2015,2.034,04/06/2015,0.5
03/06/2015,0.597,03/06/2015,2.078,03/06/2015,0.5
02/06/2015,0.581,02/06/2015,1.98,02/06/2015,0.5
01/06/2015,0.513,01/06/2015,1.848,01/06/2015,0.5
29/05/2015,0.509,29/05/2015,1.813,29/05/2015,0.5
28/05/2015,0.509,28/05/2015,1.824,28/05/2015,0.5
27/05/2015,0.544,27/05/2015,1.882,27/05/2015,0.5
26/05/2015,0.534,26/05/2015,1.875,26/05/2015,0.5
25/05/2015,0.545,25/05/2015,1.928,25/05/2015,0.5
22/05/2015,0.545,22/05/2015,1.928,22/05/2015,0.5
21/05/2015,0.547,21/05/2015,1.975,21/05/2015,0.5
20/05/2015,0.534,20/05/2015,1.978,20/05/2015,0.5
19/05/2015,0.521,19/05/2015,1.947,19/05/2015,0.5
18/05/2015,0.541,18/05/2015,1.951,18/05/2015,0.5
15/05/2015,0.49,15/05/2015,1.88,15/05/2015,0.5
14/05/2015,0.537,14/05/2015,1.982,14/05/2015,0.5
13/05/2015,0.574,13/05/2015,2.021,13/05/2015,0.5
12/05/2015,0.556,12/05/2015,1.984,12/05/2015,0.5
11/05/2015,0.569,11/05/2015,1.949,11/05/2015,0.5
08/05/2015,0.519,08/05/2015,1.876,08/05/2015,0.5
07/05/2015,0.539,07/05/2015,1.921,07/05/2015,0.5
06/05/2015,0.57,06/05/2015,1.984,06/05/2015,0.5
05/05/2015,0.583,05/05/2015,1.97,05/05/2015,0.5
01/05/2015,0.545,01/05/2015,1.842,04/05/2015,0.5
30/04/2015,0.535,30/04/2015,1.834,01/05/2015,0.5
29/04/2015,0.551,29/04/2015,1.833,30/04/2015,0.5
28/04/2015,0.507,28/04/2015,1.695,29/04/2015,0.5
27/04/2015,0.512,27/04/2015,1.691,28/04/2015,0.5
24/04/2015,0.488,24/04/2015,1.648,27/04/2015,0.5
23/04/2015,0.508,23/04/2015,1.691,24/04/2015,0.5
22/04/2015,0.556,22/04/2015,1.714,23/04/2015,0.5
21/04/2015,0.464,21/04/2015,1.567,22/04/2015,0.5
20/04/2015,0.461,20/04/2015,1.567,21/04/2015,0.5
17/04/2015,0.465,17/04/2015,1.584,20/04/2015,0.5
16/04/2015,0.474,16/04/2015,1.607,17/04/2015,0.5
15/04/2015,0.44,15/04/2015,1.56,16/04/2015,0.5
14/04/2015,0.414,14/04/2015,1.514,15/04/2015,0.5
13/04/2015,0.43,13/04/2015,1.593,14/04/2015,0.5
10/04/2015,0.426,10/04/2015,1.58,13/04/2015,0.5
09/04/2015,0.429,09/04/2015,1.571,10/04/2015,0.5
08/04/2015,0.44,08/04/2015,1.579,09/04/2015,0.5
07/04/2015,0.422,07/04/2015,1.583,08/04/2015,0.5
06/04/2015,0.435,06/04/2015,1.592,07/04/2015,0.5
03/04/2015,0.435,03/04/2015,1.592,06/04/2015,0.5
02/04/2015,0.435,02/04/2015,1.592,03/04/2015,0.5
01/04/2015,0.388,01/04/2015,1.541,02/04/2015,0.5
31/03/2015,0.423,31/03/2015,1.576,01/04/2015,0.5
30/03/2015,0.414,30/03/2015,1.577,31/03/2015,0.5
27/03/2015,0.397,27/03/2015,1.542,30/03/2015,0.5
26/03/2015,0.435,26/03/2015,1.583,27/03/2015,0.5
25/03/2015,0.396,25/03/2015,1.48,26/03/2015,0.5
24/03/2015,0.396,24/03/2015,1.505,25/03/2015,0.5
23/03/2015,0.387,23/03/2015,1.51,24/03/2015,0.5
20/03/2015,0.4,20/03/2015,1.516,23/03/2015,0.5
19/03/2015,0.411,19/03/2015,1.533,20/03/2015,0.5
18/03/2015,0.426,18/03/2015,1.596,19/03/2015,0.5
17/03/2015,0.485,17/03/2015,1.684,18/03/2015,0.5
16/03/2015,0.465,16/03/2015,1.676,17/03/2015,0.5
13/03/2015,0.486,13/03/2015,1.709,16/03/2015,0.5
12/03/2015,0.518,12/03/2015,1.741,13/03/2015,0.5
11/03/2015,0.557,11/03/2015,1.813,12/03/2015,0.5
10/03/2015,0.54,10/03/2015,1.796,11/03/2015,0.5
09/03/2015,0.624,09/03/2015,1.935,10/03/2015,0.5
06/03/2015,0.626,06/03/2015,1.948,09/03/2015,0.5
05/03/2015,0.575,05/03/2015,1.859,06/03/2015,0.5
04/03/2015,0.603,04/03/2015,1.876,05/03/2015,0.5
03/03/2015,0.605,03/03/2015,1.843,04/03/2015,0.5
02/03/2015,0.575,02/03/2015,1.787,03/03/2015,0.5
27/02/2015,0.434,27/02/2015,1.796,02/03/2015,0.5
26/02/2015,0.408,26/02/2015,1.732,27/02/2015,0.5
25/02/2015,0.411,25/02/2015,1.718,26/02/2015,0.5
24/02/2015,0.414,24/02/2015,1.763,25/02/2015,0.5
23/02/2015,0.42,23/02/2015,1.799,24/02/2015,0.5
20/02/2015,0.414,20/02/2015,1.765,23/02/2015,0.5
19/02/2015,0.42,19/02/2015,1.822,20/02/2015,0.5
18/02/2015,0.432,18/02/2015,1.848,19/02/2015,0.5
17/02/2015,0.394,17/02/2015,1.761,18/02/2015,0.5
16/02/2015,0.382,16/02/2015,1.686,17/02/2015,0.5
13/02/2015,0.382,13/02/2015,1.676,16/02/2015,0.5
12/02/2015,0.388,12/02/2015,1.664,13/02/2015,0.5
11/02/2015,0.416,11/02/2015,1.674,12/02/2015,0.5
10/02/2015,0.422,10/02/2015,1.666,11/02/2015,0.5
09/02/2015,0.415,09/02/2015,1.61,10/02/2015,0.5
06/02/2015,0.434,06/02/2015,1.646,09/02/2015,0.5
05/02/2015,0.4,05/02/2015,1.546,06/02/2015,0.5
04/02/2015,0.397,04/02/2015,1.532,05/02/2015,0.5
03/02/2015,0.381,03/02/2015,1.462,04/02/2015,0.5
02/02/2015,0.372,02/02/2015,1.376,03/02/2015,0.5
30/01/2015,0.351,30/01/2015,1.33,02/02/2015,0.5
29/01/2015,0.36,29/01/2015,1.421,30/01/2015,0.5
28/01/2015,0.354,28/01/2015,1.459,29/01/2015,0.5
27/01/2015,0.366,27/01/2015,1.483,28/01/2015,0.5
26/01/2015,0.366,26/01/2015,1.513,27/01/2015,0.5
23/01/2015,0.336,23/01/2015,1.478,26/01/2015,0.5
22/01/2015,0.357,22/01/2015,1.517,23/01/2015,0.5
21/01/2015,0.366,21/01/2015,1.505,22/01/2015,0.5
20/01/2015,0.384,20/01/2015,1.534,21/01/2015,0.5
19/01/2015,0.384,19/01/2015,1.527,20/01/2015,0.5
16/01/2015,0.401,16/01/2015,1.534,19/01/2015,0.5
15/01/2015,0.392,15/01/2015,1.509,16/01/2015,0.5
14/01/2015,0.395,14/01/2015,1.512,15/01/2015,0.5
13/01/2015,0.404,13/01/2015,1.584,14/01/2015,0.5
12/01/2015,0.389,12/01/2015,1.575,13/01/2015,0.5
09/01/2015,0.401,09/01/2015,1.6,12/01/2015,0.5
08/01/2015,0.427,08/01/2015,1.646,09/01/2015,0.5
07/01/2015,0.421,07/01/2015,1.615,08/01/2015,0.5
06/01/2015,0.389,06/01/2015,1.563,07/01/2015,0.5
05/01/2015,0.421,05/01/2015,1.67,06/01/2015,0.5
02/01/2015,0.418,02/01/2015,1.718,05/01/2015,0.5
01/01/2015,0.446,01/01/2015,1.756,02/01/2015,0.5
31/12/2014,0.446,31/12/2014,1.756,01/01/2015,0.5
30/12/2014,0.443,30/12/2014,1.79,31/12/2014,0.5
29/12/2014,0.448,29/12/2014,1.818,30/12/2014,0.5
26/12/2014,0.485,26/12/2014,1.881,29/12/2014,0.5
25/12/2014,0.485,25/12/2014,1.881,26/12/2014,0.5
24/12/2014,0.485,24/12/2014,1.881,25/12/2014,0.5
23/12/2014,0.47,23/12/2014,1.849,24/12/2014,0.5
22/12/2014,0.464,22/12/2014,1.822,23/12/2014,0.5
19/12/2014,0.473,19/12/2014,1.85,22/12/2014,0.5
18/12/2014,0.497,18/12/2014,1.87,19/12/2014,0.5
