Security,GUKG2    Index                                                  ,
Start Date,30/12/1999 00:00,
End Date,02/08/2016 00:00,
Period,D,
,,
Date,PX_BID,PX_LAST
18/06/2009,1.366,1.366
17/06/2009,1.342,1.342
16/06/2009,1.424,1.424
15/06/2009,1.387,1.387
12/06/2009,1.468,1.468
11/06/2009,1.532,1.532
10/06/2009,1.461,1.461
09/06/2009,1.452,1.452
08/06/2009,1.463,1.463
05/06/2009,1.324,1.324
04/06/2009,1.217,1.217
03/06/2009,1.131,1.131
02/06/2009,1.169,1.169
01/06/2009,1.172,1.172
29/05/2009,1.079,1.079
28/05/2009,1.108,1.108
27/05/2009,1.092,1.092
26/05/2009,1.019,1.019
25/05/2009,1.055,1.055
22/05/2009,1.054,1.054
21/05/2009,1.045,1.045
20/05/2009,1.068,1.068
19/05/2009,1.03,1.03
18/05/2009,1.016,1.016
15/05/2009,1.067,1.067
14/05/2009,1.024,1.024
13/05/2009,1.051,1.051
12/05/2009,1.175,1.175
11/05/2009,1.151,1.151
08/05/2009,1.218,1.218
07/05/2009,1.182,1.182
06/05/2009,1.164,1.164
05/05/2009,1.1,1.1
04/05/2009,1.07,1.07
01/05/2009,1.081,1.081
30/04/2009,1.055,1.055
29/04/2009,1.072,1.072
28/04/2009,1.103,1.103
27/04/2009,1.198,1.198
24/04/2009,1.23,1.23
23/04/2009,1.292,1.292
22/04/2009,1.437,1.437
21/04/2009,1.445,1.445
20/04/2009,1.336,1.336
17/04/2009,1.431,1.431
16/04/2009,1.324,1.324
15/04/2009,1.362,1.362
14/04/2009,1.305,1.305
13/04/2009,1.36,1.36
10/04/2009,1.359,1.359
09/04/2009,1.364,1.364
08/04/2009,1.386,1.386
07/04/2009,1.458,1.458
06/04/2009,1.482,1.482
03/04/2009,1.403,1.403
02/04/2009,1.352,1.352
01/04/2009,1.156,1.156
31/03/2009,1.193,1.193
30/03/2009,1.204,1.204
27/03/2009,1.294,1.294
26/03/2009,1.282,1.282
25/03/2009,1.252,1.252
24/03/2009,1.27,1.27
23/03/2009,1.325,1.325
20/03/2009,1.34,1.34
19/03/2009,1.391,1.391
18/03/2009,1.461,1.461
17/03/2009,1.469,1.469
16/03/2009,1.458,1.458
13/03/2009,1.391,1.391
12/03/2009,1.368,1.368
11/03/2009,1.387,1.387
10/03/2009,1.328,1.328
09/03/2009,1.346,1.346
06/03/2009,1.267,1.267
05/03/2009,1.205,1.205
04/03/2009,1.263,1.263
03/03/2009,1.273,1.273
02/03/2009,1.364,1.364
27/02/2009,1.44,1.44
26/02/2009,1.487,1.487
25/02/2009,1.43,1.43
24/02/2009,1.46,1.46
23/02/2009,1.526,1.526
20/02/2009,1.481,1.481
19/02/2009,1.486,1.486
18/02/2009,1.481,1.481
17/02/2009,1.354,1.354
16/02/2009,1.361,1.361
13/02/2009,1.323,1.323
12/02/2009,1.209,1.209
11/02/2009,1.335,1.335
10/02/2009,1.634,1.634
09/02/2009,1.674,1.674
06/02/2009,1.686,1.686
05/02/2009,1.667,1.667
04/02/2009,1.686,1.686
03/02/2009,1.644,1.644
02/02/2009,1.521,1.521
30/01/2009,1.501,1.501
29/01/2009,1.466,1.466
28/01/2009,1.477,1.477
27/01/2009,1.492,1.492
26/01/2009,1.461,1.461
23/01/2009,1.478,1.478
22/01/2009,1.459,1.459
21/01/2009,1.444,1.444
20/01/2009,1.551,1.551
19/01/2009,1.616,1.616
16/01/2009,1.605,1.605
15/01/2009,1.553,1.553
14/01/2009,1.571,1.571
13/01/2009,1.596,1.596
12/01/2009,1.565,1.565
09/01/2009,1.605,1.605
08/01/2009,1.683,1.683
07/01/2009,1.783,1.783
06/01/2009,1.819,1.819
05/01/2009,1.844,1.844
02/01/2009,1.013,1.013
01/01/2009,1.047,1.047
31/12/2008,1.048,1.048
30/12/2008,1.112,1.112
29/12/2008,1.183,1.183
26/12/2008,1.162,1.162
25/12/2008,1.161,1.161
24/12/2008,1.156,1.156
23/12/2008,1.215,1.215
22/12/2008,1.228,1.228
19/12/2008,1.278,1.278
18/12/2008,1.272,1.272
17/12/2008,1.395,1.395
16/12/2008,1.58,1.58
15/12/2008,1.642,1.642
12/12/2008,1.716,1.716
11/12/2008,1.797,1.797
10/12/2008,1.849,1.849
09/12/2008,1.903,1.903
08/12/2008,1.96,1.96
05/12/2008,1.848,1.848
04/12/2008,1.815,1.815
03/12/2008,1.681,1.681
02/12/2008,1.765,1.765
01/12/2008,2.04,2.04
28/11/2008,2.206,2.206
27/11/2008,2.351,2.351
26/11/2008,2.225,2.225
25/11/2008,2.182,2.182
24/11/2008,2.088,2.088
21/11/2008,1.984,1.984
20/11/2008,2.001,2.001
19/11/2008,2.149,2.149
18/11/2008,2.096,2.096
17/11/2008,2.115,2.115
14/11/2008,2.184,2.184
13/11/2008,2.276,2.276
12/11/2008,2.317,2.317
11/11/2008,2.563,2.563
10/11/2008,2.558,2.558
07/11/2008,2.493,2.493
06/11/2008,2.544,2.544
05/11/2008,2.737,2.737
04/11/2008,2.813,2.813
03/11/2008,2.878,2.878
31/10/2008,2.925,2.925
30/10/2008,2.948,2.948
29/10/2008,3.055,3.055
28/10/2008,3.13,3.13
27/10/2008,3.119,3.119
24/10/2008,3.086,3.086
23/10/2008,3.247,3.247
22/10/2008,3.186,3.186
21/10/2008,3.441,3.441
20/10/2008,3.509,3.509
17/10/2008,3.628,3.628
16/10/2008,3.774,3.774
15/10/2008,3.837,3.837
14/10/2008,3.88,3.88
13/10/2008,3.717,3.717
10/10/2008,3.525,3.525
09/10/2008,3.615,3.615
08/10/2008,3.508,3.508
07/10/2008,3.598,3.598
06/10/2008,3.666,3.666
03/10/2008,4.033,4.033
02/10/2008,3.96,3.96
01/10/2008,3.986,3.986
30/09/2008,4.012,4.012
29/09/2008,4.006,4.006
26/09/2008,4.247,4.247
25/09/2008,4.336,4.336
24/09/2008,4.287,4.287
23/09/2008,4.393,4.393
22/09/2008,4.478,4.478
19/09/2008,4.388,4.388
18/09/2008,4.153,4.153
17/09/2008,4.235,4.235
16/09/2008,4.246,4.246
15/09/2008,4.326,4.326
12/09/2008,4.535,4.535
11/09/2008,4.416,4.416
10/09/2008,4.431,4.431
09/09/2008,4.429,4.429
08/09/2008,4.468,4.468
05/09/2008,4.337,4.337
04/09/2008,4.401,4.401
03/09/2008,4.424,4.424
02/09/2008,4.456,4.456
01/09/2008,4.43,4.43
29/08/2008,4.505,4.505
28/08/2008,4.522,4.522
27/08/2008,4.521,4.521
26/08/2008,4.496,4.496
25/08/2008,4.604,4.604
22/08/2008,4.61,4.61
21/08/2008,4.582,4.582
20/08/2008,4.551,4.551
19/08/2008,4.558,4.558
18/08/2008,4.556,4.556
15/08/2008,4.528,4.528
14/08/2008,4.558,4.558
13/08/2008,4.503,4.503
12/08/2008,4.668,4.668
11/08/2008,4.756,4.756
08/08/2008,4.665,4.665
07/08/2008,4.638,4.638
06/08/2008,4.707,4.707
05/08/2008,4.746,4.746
04/08/2008,4.799,4.799
01/08/2008,4.842,4.842
31/07/2008,4.803,4.803
30/07/2008,4.829,4.829
29/07/2008,4.876,4.876
28/07/2008,4.924,4.924
25/07/2008,4.98,4.98
24/07/2008,4.965,4.965
23/07/2008,5.1,5.1
22/07/2008,5.039,5.039
21/07/2008,5.105,5.105
18/07/2008,5.106,5.106
17/07/2008,4.966,4.966
16/07/2008,4.921,4.921
15/07/2008,4.866,4.866
14/07/2008,4.913,4.913
11/07/2008,4.884,4.884
10/07/2008,4.869,4.869
09/07/2008,4.901,4.901
08/07/2008,4.898,4.898
07/07/2008,4.936,4.936
04/07/2008,4.991,4.991
03/07/2008,5.057,5.057
02/07/2008,5.162,5.162
01/07/2008,5.203,5.203
30/06/2008,5.226,5.226
27/06/2008,5.141,5.141
26/06/2008,5.128,5.128
25/06/2008,5.243,5.243
24/06/2008,5.319,5.319
23/06/2008,5.349,5.349
20/06/2008,5.404,5.404
19/06/2008,5.524,5.524
18/06/2008,5.381,5.381
17/06/2008,5.366,5.366
16/06/2008,5.542,5.542
13/06/2008,5.543,5.543
12/06/2008,5.399,5.399
11/06/2008,5.3,5.3
10/06/2008,5.37,5.37
09/06/2008,5.392,5.392
06/06/2008,5.072,5.072
05/06/2008,5.051,5.051
04/06/2008,4.915,4.915
03/06/2008,4.993,4.993
02/06/2008,4.959,4.959
30/05/2008,5.074,5.074
29/05/2008,5.124,5.124
28/05/2008,5.043,5.043
27/05/2008,5.016,5.016
26/05/2008,5.001,5.001
23/05/2008,5.001,5.001
22/05/2008,5.004,5.004
21/05/2008,4.858,4.858
20/05/2008,4.79,4.79
19/05/2008,4.826,4.826
16/05/2008,4.749,4.749
15/05/2008,4.769,4.769
14/05/2008,4.702,4.702
13/05/2008,4.528,4.528
12/05/2008,4.355,4.355
09/05/2008,4.296,4.296
08/05/2008,4.32,4.32
07/05/2008,4.446,4.446
06/05/2008,4.421,4.421
05/05/2008,4.498,4.498
02/05/2008,4.493,4.493
01/05/2008,4.394,4.394
30/04/2008,4.418,4.418
29/04/2008,4.452,4.452
28/04/2008,4.51,4.51
25/04/2008,4.559,4.559
24/04/2008,4.53,4.53
23/04/2008,4.458,4.458
22/04/2008,4.446,4.446
21/04/2008,4.34,4.34
18/04/2008,4.364,4.364
17/04/2008,4.142,4.142
16/04/2008,3.998,3.998
15/04/2008,3.929,3.929
14/04/2008,3.947,3.947
11/04/2008,3.928,3.928
10/04/2008,3.976,3.976
09/04/2008,4.004,4.004
08/04/2008,4.02,4.02
07/04/2008,4.011,4.011
04/04/2008,3.954,3.954
03/04/2008,3.965,3.965
02/04/2008,3.989,3.989
01/04/2008,3.976,3.976
31/03/2008,3.829,3.829
28/03/2008,4.014,4.014
27/03/2008,4.118,4.118
26/03/2008,4.055,4.055
25/03/2008,4.026,4.026
24/03/2008,3.77,3.77
21/03/2008,3.769,3.769
20/03/2008,3.762,3.762
19/03/2008,3.71,3.71
18/03/2008,3.758,3.758
17/03/2008,3.677,3.677
14/03/2008,3.826,3.826
13/03/2008,3.888,3.888
12/03/2008,3.979,3.979
11/03/2008,3.773,3.773
10/03/2008,3.685,3.685
07/03/2008,3.755,3.755
06/03/2008,3.885,3.885
05/03/2008,4.041,4.041
04/03/2008,4.012,4.012
03/03/2008,4.058,4.058
29/02/2008,4.069,4.069
28/02/2008,4.203,4.203
27/02/2008,4.305,4.305
26/02/2008,4.321,4.321
25/02/2008,4.323,4.323
22/02/2008,4.297,4.297
21/02/2008,4.295,4.295
20/02/2008,4.254,4.254
19/02/2008,4.238,4.238
18/02/2008,4.24,4.24
15/02/2008,4.187,4.187
14/02/2008,4.267,4.267
13/02/2008,4.278,4.278
12/02/2008,4.265,4.265
11/02/2008,4.132,4.132
08/02/2008,4.063,4.063
07/02/2008,4.072,4.072
06/02/2008,4.134,4.134
05/02/2008,4.169,4.169
04/02/2008,4.285,4.285
01/02/2008,4.263,4.263
31/01/2008,4.292,4.292
30/01/2008,4.426,4.426
29/01/2008,4.447,4.447
28/01/2008,4.359,4.359
25/01/2008,4.408,4.408
24/01/2008,4.35,4.35
23/01/2008,4.21,4.21
22/01/2008,4.271,4.271
21/01/2008,4.216,4.216
18/01/2008,4.306,4.306
17/01/2008,4.298,4.298
16/01/2008,4.258,4.258
15/01/2008,4.234,4.234
14/01/2008,4.219,4.219
11/01/2008,4.263,4.263
10/01/2008,4.267,4.267
09/01/2008,4.252,4.252
08/01/2008,4.304,4.304
07/01/2008,4.264,4.264
04/01/2008,4.266,4.266
03/01/2008,4.309,4.309
02/01/2008,4.303,4.303
01/01/2008,4.36,4.36
31/12/2007,4.359,4.359
28/12/2007,4.411,4.411
27/12/2007,4.473,4.473
26/12/2007,4.474,4.474
25/12/2007,4.477,4.477
24/12/2007,4.465,4.465
21/12/2007,4.507,4.507
20/12/2007,4.453,4.453
19/12/2007,4.534,4.534
18/12/2007,4.612,4.612
17/12/2007,4.621,4.621
14/12/2007,4.653,4.653
13/12/2007,4.612,4.612
12/12/2007,4.636,4.636
11/12/2007,4.473,4.473
10/12/2007,4.507,4.507
07/12/2007,4.493,4.493
06/12/2007,4.41,4.41
05/12/2007,4.364,4.364
04/12/2007,4.428,4.428
03/12/2007,4.48,4.48
30/11/2007,4.522,4.522
29/11/2007,4.444,4.444
28/11/2007,4.58,4.58
27/11/2007,4.437,4.437
26/11/2007,4.364,4.364
23/11/2007,4.339,4.339
22/11/2007,4.349,4.349
21/11/2007,4.409,4.409
20/11/2007,4.489,4.489
19/11/2007,4.495,4.495
16/11/2007,4.525,4.525
15/11/2007,4.605,4.605
14/11/2007,4.698,4.698
13/11/2007,4.732,4.732
12/11/2007,4.739,4.739
09/11/2007,4.745,4.745
08/11/2007,4.83,4.83
07/11/2007,4.925,4.925
06/11/2007,4.981,4.981
05/11/2007,4.991,4.991
02/11/2007,5.023,5.023
01/11/2007,5.09,5.09
31/10/2007,5.102,5.102
30/10/2007,5.047,5.047
29/10/2007,5.002,5.002
26/10/2007,4.992,4.992
25/10/2007,5.005,5.005
24/10/2007,5.005,5.005
23/10/2007,5.055,5.055
22/10/2007,5.095,5.095
19/10/2007,5.112,5.112
18/10/2007,5.174,5.174
17/10/2007,5.224,5.224
16/10/2007,5.274,5.274
15/10/2007,5.321,5.321
12/10/2007,5.288,5.288
11/10/2007,5.25,5.25
10/10/2007,5.253,5.253
09/10/2007,5.104,5.104
08/10/2007,5.098,5.098
05/10/2007,5.085,5.085
04/10/2007,5.052,5.052
03/10/2007,5.021,5.021
02/10/2007,5.029,5.029
01/10/2007,5.035,5.035
28/09/2007,5.07,5.07
27/09/2007,5.155,5.155
26/09/2007,5.154,5.154
25/09/2007,5.155,5.155
24/09/2007,5.245,5.245
21/09/2007,5.266,5.266
20/09/2007,5.227,5.227
19/09/2007,5.182,5.182
18/09/2007,5.197,5.197
17/09/2007,5.067,5.067
14/09/2007,5.096,5.096
13/09/2007,5.149,5.149
12/09/2007,5.061,5.061
11/09/2007,5.078,5.078
10/09/2007,5.151,5.151
07/09/2007,5.228,5.228
06/09/2007,5.32,5.32
05/09/2007,5.361,5.361
04/09/2007,5.411,5.411
03/09/2007,5.4,5.4
31/08/2007,5.362,5.362
30/08/2007,5.343,5.343
29/08/2007,5.352,5.352
28/08/2007,5.369,5.369
27/08/2007,5.394,5.394
24/08/2007,5.395,5.395
23/08/2007,5.392,5.392
22/08/2007,5.387,5.387
21/08/2007,5.284,5.284
20/08/2007,5.365,5.365
17/08/2007,5.348,5.348
16/08/2007,5.37,5.37
15/08/2007,5.438,5.438
14/08/2007,5.507,5.507
13/08/2007,5.576,5.576
10/08/2007,5.562,5.562
09/08/2007,5.627,5.627
08/08/2007,5.67,5.67
07/08/2007,5.589,5.589
06/08/2007,5.58,5.58
03/08/2007,5.601,5.601
02/08/2007,5.608,5.608
01/08/2007,5.561,5.561
31/07/2007,5.559,5.559
30/07/2007,5.479,5.479
27/07/2007,5.488,5.488
26/07/2007,5.54,5.54
25/07/2007,5.647,5.647
24/07/2007,5.682,5.682
23/07/2007,5.692,5.692
20/07/2007,5.686,5.686
19/07/2007,5.751,5.751
18/07/2007,5.766,5.766
17/07/2007,5.8,5.8
16/07/2007,5.751,5.751
13/07/2007,5.768,5.768
12/07/2007,5.761,5.761
11/07/2007,5.747,5.747
10/07/2007,5.74,5.74
09/07/2007,5.803,5.803
06/07/2007,5.815,5.815
05/07/2007,5.792,5.792
04/07/2007,5.772,5.772
03/07/2007,5.743,5.743
02/07/2007,5.735,5.735
29/06/2007,5.771,5.771
28/06/2007,5.751,5.751
27/06/2007,5.735,5.735
26/06/2007,5.772,5.772
25/06/2007,5.794,5.794
22/06/2007,5.814,5.814
21/06/2007,5.807,5.807
20/06/2007,5.783,5.783
19/06/2007,5.74,5.74
18/06/2007,5.766,5.766
15/06/2007,5.765,5.765
14/06/2007,5.77,5.77
13/06/2007,5.83,5.83
12/06/2007,5.825,5.825
11/06/2007,5.774,5.774
08/06/2007,5.777,5.777
07/06/2007,5.753,5.753
06/06/2007,5.726,5.726
05/06/2007,5.784,5.784
04/06/2007,5.8,5.8
01/06/2007,5.782,5.782
31/05/2007,5.746,5.746
30/05/2007,5.725,5.725
29/05/2007,5.724,5.724
28/05/2007,5.725,5.725
25/05/2007,5.726,5.726
24/05/2007,5.712,5.712
23/05/2007,5.713,5.713
22/05/2007,5.653,5.653
21/05/2007,5.635,5.635
18/05/2007,5.616,5.616
17/05/2007,5.614,5.614
16/05/2007,5.58,5.58
15/05/2007,5.579,5.579
14/05/2007,5.599,5.599
11/05/2007,5.565,5.565
10/05/2007,5.577,5.577
09/05/2007,5.573,5.573
08/05/2007,5.582,5.582
07/05/2007,5.58,5.58
04/05/2007,5.585,5.585
03/05/2007,5.596,5.596
02/05/2007,5.576,5.576
01/05/2007,5.55,5.55
30/04/2007,5.513,5.513
27/04/2007,5.553,5.553
26/04/2007,5.544,5.544
25/04/2007,5.531,5.531
24/04/2007,5.518,5.518
23/04/2007,5.511,5.511
20/04/2007,5.522,5.522
19/04/2007,5.517,5.517
18/04/2007,5.501,5.501
17/04/2007,5.534,5.534
16/04/2007,5.494,5.494
13/04/2007,5.486,5.486
12/04/2007,5.468,5.468
11/04/2007,5.446,5.446
10/04/2007,5.441,5.441
09/04/2007,5.426,5.426
06/04/2007,5.425,5.425
05/04/2007,5.429,5.429
04/04/2007,5.457,5.457
03/04/2007,5.48,5.48
02/04/2007,5.462,5.462
30/03/2007,5.439,5.439
29/03/2007,5.426,5.426
28/03/2007,5.397,5.397
27/03/2007,5.412,5.412
26/03/2007,5.398,5.398
23/03/2007,5.392,5.392
22/03/2007,5.372,5.372
21/03/2007,5.35,5.35
20/03/2007,5.35,5.35
19/03/2007,5.296,5.296
16/03/2007,5.258,5.258
15/03/2007,5.257,5.257
14/03/2007,5.221,5.221
13/03/2007,5.255,5.255
12/03/2007,5.29,5.29
09/03/2007,5.298,5.298
08/03/2007,5.27,5.27
07/03/2007,5.277,5.277
06/03/2007,5.278,5.278
05/03/2007,5.265,5.265
02/03/2007,5.3,5.3
01/03/2007,5.322,5.322
28/02/2007,5.321,5.321
27/02/2007,5.33,5.33
26/02/2007,5.358,5.358
23/02/2007,5.379,5.379
22/02/2007,5.4,5.4
21/02/2007,5.374,5.374
20/02/2007,5.389,5.389
19/02/2007,5.373,5.373
16/02/2007,5.356,5.356
15/02/2007,5.334,5.334
14/02/2007,5.41,5.41
13/02/2007,5.408,5.408
12/02/2007,5.464,5.464
09/02/2007,5.458,5.458
08/02/2007,5.428,5.428
07/02/2007,5.497,5.497
06/02/2007,5.53,5.53
05/02/2007,5.528,5.528
02/02/2007,5.523,5.523
01/02/2007,5.51,5.51
31/01/2007,5.478,5.478
30/01/2007,5.475,5.475
29/01/2007,5.506,5.506
26/01/2007,5.498,5.498
25/01/2007,5.494,5.494
24/01/2007,5.458,5.458
23/01/2007,5.502,5.502
22/01/2007,5.491,5.491
19/01/2007,5.476,5.476
18/01/2007,5.464,5.464
17/01/2007,5.445,5.445
16/01/2007,5.405,5.405
15/01/2007,5.407,5.407
12/01/2007,5.41,5.41
11/01/2007,5.416,5.416
10/01/2007,5.276,5.276
09/01/2007,5.273,5.273
08/01/2007,5.254,5.254
05/01/2007,5.248,5.248
04/01/2007,5.227,5.227
03/01/2007,5.225,5.225
02/01/2007,5.216,5.216
01/01/2007,5.201,5.201
29/12/2006,5.206,5.206
28/12/2006,5.23,5.23
27/12/2006,5.24,5.24
26/12/2006,5.212,5.212
25/12/2006,5.213,5.213
22/12/2006,5.211,5.211
21/12/2006,5.206,5.206
20/12/2006,5.193,5.193
19/12/2006,5.188,5.188
18/12/2006,5.178,5.178
15/12/2006,5.156,5.156
14/12/2006,5.151,5.151
13/12/2006,5.115,5.115
12/12/2006,5.091,5.091
11/12/2006,5.056,5.056
08/12/2006,5.02,5.02
07/12/2006,4.995,4.995
06/12/2006,4.978,4.978
05/12/2006,4.972,4.972
04/12/2006,4.971,4.971
01/12/2006,5.001,5.001
30/11/2006,5.033,5.033
29/11/2006,5.051,5.051
28/11/2006,5.033,5.033
27/11/2006,5.052,5.052
24/11/2006,5.029,5.029
23/11/2006,5.054,5.054
22/11/2006,5.043,5.043
21/11/2006,5.042,5.042
20/11/2006,5.027,5.027
17/11/2006,5.036,5.036
16/11/2006,5.05,5.05
15/11/2006,5.019,5.019
14/11/2006,5.035,5.035
13/11/2006,5.078,5.078
10/11/2006,5.048,5.048
09/11/2006,5.076,5.076
08/11/2006,5.098,5.098
07/11/2006,5.074,5.074
06/11/2006,5.097,5.097
03/11/2006,5.074,5.074
02/11/2006,5.034,5.034
01/11/2006,5.005,5.005
31/10/2006,5.032,5.032
30/10/2006,5.066,5.066
27/10/2006,5.05,5.05
26/10/2006,5.075,5.075
25/10/2006,5.099,5.099
24/10/2006,5.098,5.098
23/10/2006,5.092,5.092
20/10/2006,5.066,5.066
19/10/2006,5.032,5.032
18/10/2006,5.035,5.035
17/10/2006,5.028,5.028
16/10/2006,5.032,5.032
13/10/2006,5.043,5.043
12/10/2006,5.017,5.017
11/10/2006,5.015,5.015
10/10/2006,5.021,5.021
09/10/2006,4.977,4.977
06/10/2006,4.972,4.972
05/10/2006,4.944,4.944
04/10/2006,4.964,4.964
03/10/2006,4.977,4.977
02/10/2006,4.944,4.944
29/09/2006,4.915,4.915
28/09/2006,4.892,4.892
27/09/2006,4.903,4.903
26/09/2006,4.921,4.921
25/09/2006,4.915,4.915
22/09/2006,4.941,4.941
21/09/2006,5,5
20/09/2006,5,5
19/09/2006,4.998,4.998
18/09/2006,5.025,5.025
15/09/2006,4.978,4.978
14/09/2006,4.955,4.955
13/09/2006,4.931,4.931
12/09/2006,4.946,4.946
11/09/2006,4.896,4.896
08/09/2006,4.866,4.866
07/09/2006,4.882,4.882
06/09/2006,4.883,4.883
05/09/2006,4.866,4.866
04/09/2006,4.858,4.858
01/09/2006,4.846,4.846
31/08/2006,4.876,4.876
30/08/2006,4.884,4.884
29/08/2006,4.891,4.891
28/08/2006,4.868,4.868
25/08/2006,4.87,4.87
24/08/2006,4.863,4.863
23/08/2006,4.857,4.857
22/08/2006,4.837,4.837
21/08/2006,4.859,4.859
18/08/2006,4.884,4.884
17/08/2006,4.907,4.907
16/08/2006,4.941,4.941
15/08/2006,4.984,4.984
14/08/2006,5.012,5.012
11/08/2006,4.979,4.979
10/08/2006,4.946,4.946
09/08/2006,4.935,4.935
08/08/2006,4.947,4.947
07/08/2006,4.928,4.928
04/08/2006,4.91,4.91
03/08/2006,4.884,4.884
02/08/2006,4.769,4.769
01/08/2006,4.751,4.751
31/07/2006,4.731,4.731
28/07/2006,4.711,4.711
27/07/2006,4.73,4.73
26/07/2006,4.766,4.766
25/07/2006,4.749,4.749
24/07/2006,4.731,4.731
21/07/2006,4.744,4.744
20/07/2006,4.771,4.771
19/07/2006,4.77,4.77
18/07/2006,4.786,4.786
17/07/2006,4.702,4.702
14/07/2006,4.682,4.682
13/07/2006,4.728,4.728
